event_num,interaction_num,index,crystal,edep,x,y,z,slice_sect,time
428,0,1511,30,25.831,-21.984,-10.774,-15.751,45,156451623.955
428,1,1512,30,719.973,-22.983,-11.134,-16.274,45,156451623.994
429,0,1513,32,557.401,-17.552,-8.851,-21.907,45,24427927.277
429,1,1514,32,70.891,-18.485,-7.922,-22.248,45,24427927.322
429,2,1515,32,148.577,-21.223,-3.147,-24.392,51,24427927.654
430,0,1516,31,727.289,-24.227,-4.357,-20.546,55,24768510.485
430,1,1517,31,248.04,-23.849,-3.71,-20.463,55,24768510.51
431,0,1519,10,802.426,0.883,-9.994,-21.736,0,439497682.395
431,1,1520,10,200.597,-0.02,-11.85,-22.518,15,439497682.469
432,0,1521,36,121.069,4.457,-18.024,-14.682,3,94404477.928
432,1,1522,36,169.787,6.586,-23.326,-16.578,43,94404478.129
433,0,1523,2,228.664,10.975,6.458,-24.495,25,57549373.625
433,1,1524,2,259.21,13.032,10.142,-27.651,51,57549373.8
434,0,1525,7,562.998,-9.676,-3.439,-22.072,5,62621153.361
434,1,1526,7,182.301,-10.213,-3.301,-22.045,5,62621153.379
435,0,1527,29,506.633,-20.325,-0.001,-22.936,42,282199794.193
435,1,1528,32,207.736,-21.125,-3.528,-24.053,51,282199794.319
436,0,1529,23,59.782,-4.673,14.291,-18.581,2,762316.168
436,1,1533,23,264.633,-3.975,22.825,-18.774,45,762316.471
436,2,1534,21,23.72,-1.547,23.655,-15.973,31,762316.59
436,3,1535,21,59.226,-0.147,22.319,-15.05,22,762316.662
436,4,1536,21,112.135,-0.566,22.986,-14.576,22,762316.693
437,0,1537,5,297.431,-2.172,12.259,-20.078,3,304502841.486
437,1,1538,5,224.492,-2.706,13.736,-20.733,13,304502841.543
437,2,1539,22,188.821,-0.182,19.8,-21.993,40,304502841.766
437,3,1541,22,316.841,1.878,19.612,-22.326,40,304502841.849
438,0,1542,40,29.085,4.082,-15.429,-18.904,12,139365188.119
438,1,1544,40,760.346,5.243,-17.668,-21.945,32,139365188.252
438,2,1545,40,92.663,6.012,-17.453,-22.273,32,139365188.282
438,3,1547,40,108.0,5.492,-17.981,-22.216,42,139365188.313
439,0,1549,12,761.043,5.333,-3.749,-23.315,0,18471564.517
439,1,1551,12,238.458,5.825,-4.046,-23.051,0,18471564.538
440,0,1552,36,626.752,4.581,-17.908,-15.416,2,137856518.769
440,1,1553,36,392.307,6.762,-17.981,-15.233,12,137856518.842
441,0,1554,33,670.897,-12.373,-17.26,-17.545,30,529201650.051
441,1,1555,33,140.855,-11.607,-17.401,-17.74,31,529201650.078
441,2,1557,33,179.603,-13.234,-17.209,-19.43,40,529201650.169
442,0,1559,9,671.605,0.178,-8.866,-28.694,45,434090.247
442,1,1560,9,78.779,-1.327,-8.601,-28.272,40,434090.296
442,2,1562,9,51.257,-2.979,-8.037,-29.568,50,434090.38
442,3,1563,9,28.434,-3.63,-6.33,-31.088,52,434090.451
442,4,1565,9,202.632,-3.304,-4.201,-30.485,53,434090.54
443,0,1566,31,220.314,-19.338,-1.323,-15.178,14,63338759.483
443,1,1567,31,314.697,-20.842,-2.688,-16.663,25,63338759.567
443,2,1569,31,474.406,-21.397,-4.9,-16.322,20,63338759.655
444,0,1570,4,772.94,-5.924,4.636,-22.704,1,72404318.513
445,0,1572,17,331.527,15.981,6.336,-16.902,0,166099997.393
445,1,1573,17,444.084,19.073,7.234,-21.269,40,166099997.567
445,2,1574,17,33.47,18.034,6.9,-20.467,30,166099997.612
445,3,1576,16,155.933,18.293,5.672,-19.67,30,166099997.678
446,0,1577,1,658.42,7.195,9.792,-21.507,15,117857326.761
446,1,1578,1,179.281,5.91,9.724,-21.982,5,117857326.807
446,2,1579,1,9.522,6.441,9.527,-22.205,15,117857326.828
446,3,1581,1,143.866,6.771,8.571,-22.588,15,117857326.864
447,0,1582,30,204.749,-14.429,-11.246,-16.231,12,384300339.193
447,1,1583,33,439.34,-15.167,-15.342,-20.216,45,384300339.385
447,2,1584,33,16.205,-15.637,-15.965,-19.815,45,384300339.415
447,3,1585,33,130.709,-16.5,-17.227,-19.666,55,384300339.466
448,0,1586,7,534.107,-6.594,-6.671,-25.395,22,15994263.548
448,1,1587,9,134.563,-5.457,-6.581,-26.25,31,15994263.596
448,2,1588,9,333.943,-2.372,-9.257,-26.317,30,15994263.732
449,0,1589,19,8.864,15.72,16.43,-11.891,12,15533344.942
449,1,1590,19,705.222,18.264,18.488,-13.857,43,15533345.07
450,0,1591,15,800.261,19.676,3.695,-16.685,25,67702180.787
450,1,1592,15,223.501,19.585,3.778,-16.058,15,67702180.808
451,0,1593,42,363.237,18.895,0.197,-14.412,3,76420680.704
452,0,1594,40,129.156,7.67,-12.102,-18.917,5,212913473.721
452,1,1595,40,549.758,8.727,-13.037,-23.61,34,212913473.885
452,2,1596,40,1.512,8.255,-13.322,-23.574,34,212913473.905
452,3,1601,40,320.558,7.726,-13.67,-23.842,34,212913473.955
453,0,1602,24,440.332,-15.549,15.482,-15.083,25,133158112.802
453,1,1603,24,179.03,-17.564,15.699,-14.812,34,133158112.87
454,0,1604,0,311.689,5.644,4.266,-24.503,10,38200121.733
454,1,1605,0,428.145,7.664,4.662,-26.142,31,38200121.821
454,2,1606,0,42.973,7.547,2.941,-26.691,31,38200121.882
454,3,1608,0,129.079,5.736,1.366,-26.884,32,38200121.964
454,4,1609,0,122.787,6.277,0.648,-26.521,22,38200121.996
455,0,1610,24,681.571,-13.694,15.239,-14.934,15,11447830.231
455,1,1612,24,60.636,-13.244,15.37,-15.172,15,11447830.251
455,2,1613,25,125.884,-11.99,15.735,-14.823,11,11447830.294
455,3,1614,24,138.363,-13.026,14.685,-15.762,10,11447830.353
456,0,1616,30,419.53,-18.819,-7.055,-14.825,15,152124905.095
456,1,1617,31,282.516,-19.646,-6.515,-16.273,20,152124905.148
456,2,1619,31,319.012,-19.567,-5.092,-16.358,20,152124905.208
457,0,1620,29,660.539,-16.806,-1.16,-16.495,3,25488005.797
457,1,1622,32,161.061,-15.422,-1.557,-18.005,2,25488005.872
457,2,1623,29,174.154,-16.399,1.052,-19.703,12,25488005.979
458,0,1625,19,701.33,12.226,16.673,-13.757,11,78691946.442
458,1,1626,19,36.603,13.328,17.078,-14.521,11,78691946.486
458,2,1628,19,169.245,16.494,19.065,-15.105,42,78691946.627
458,3,1632,19,111.425,15.93,18.19,-14.755,32,78691946.676
459,0,1636,27,971.025,-21.268,7.046,-13.398,22,11174998.956
460,0,1637,2,774.435,9.44,9.529,-26.882,41,244819476.248
460,1,1638,2,40.339,9.679,9.607,-25.595,31,244819476.292
460,2,1641,2,182.219,11.119,10.066,-25.673,41,244819476.349
461,0,1643,35,724.49,-6.103,-16.259,-17.566,3,85184622.139
461,1,1644,35,111.087,-6.509,-14.163,-19.002,11,85184622.216
461,2,1646,35,180.982,-6.202,-14.793,-19.61,12,85184622.266
462,0,1647,34,13.772,-9.217,-13.788,-22.011,35,81029210.884
462,1,1648,34,604.205,-9.449,-14.063,-22.58,35,81029210.906
462,2,1650,35,104.463,-7.721,-19.041,-21.945,42,81029211.09
462,3,1651,37,119.847,-6.032,-20.787,-16.001,24,81029211.299
463,0,1652,43,114.254,24.593,-8.533,-16.367,41,37393365.86
463,1,1653,43,556.757,25.525,-9.063,-16.609,51,37393365.896
463,2,1654,43,325.551,24.709,-10.479,-16.644,52,37393365.951
464,0,1655,15,496.753,19.716,2.15,-13.516,4,31744408.654
464,1,1656,15,6.497,20.511,2.907,-13.248,4,31744408.69
464,2,1659,15,233.026,21.145,3.857,-12.937,13,31744408.741
464,3,1660,15,66.258,21.084,4.578,-13.002,13,31744408.761
465,0,1662,9,205.908,-4.309,-6.896,-22.857,1,61921652.857
466,0,1663,30,31.892,-15.21,-8.463,-16.687,1,14010245.031
466,1,1664,30,18.256,-18.887,-11.357,-22.345,51,14010245.276
467,0,1665,1,594.332,3.786,9.404,-23.803,11,18553244.674
467,1,1666,1,27.054,3.652,10.009,-23.798,12,18553244.694
467,2,1667,1,230.69,2.717,10.994,-23.369,23,18553244.742
467,3,1668,1,162.569,3.459,9.921,-23.117,12,18553244.786
468,0,1669,24,392.77,-16.433,16.267,-20.81,51,210069646.506
469,0,1670,28,170.046,-14.958,8.422,-26.836,54,22434290.138
469,1,1671,28,33.771,-16.059,10.219,-24.514,53,22434290.242
469,2,1672,28,263.611,-16.299,12.367,-24.212,52,22434290.315
470,0,1673,40,985.035,8.065,-15.269,-18.513,11,5590566.383
471,0,1675,19,596.468,13.776,13.513,-15.363,5,156604784.598
471,1,1676,19,395.133,12.639,15.17,-14.629,0,156604784.665
472,0,1678,34,1009.029,-14.607,-10.699,-26.387,53,25975561.344
473,0,1680,6,427.059,-7.545,3.708,-26.42,32,145376405.523
473,1,1681,4,91.559,-6.346,8.303,-26.963,30,145376405.68
473,2,1682,4,189.627,-6.291,8.479,-25.582,30,145376405.727
474,0,1683,34,654.828,-11.752,-11.105,-25.347,44,38237281.038
474,1,1684,7,173.494,-12.13,-7.388,-26.477,44,38237281.169
474,2,1685,7,200.49,-12.854,-7.495,-26.132,44,38237281.196
475,0,1686,44,562.208,14.705,-2.936,-18.178,5,137255369.492
475,1,1687,16,125.711,18.489,5.137,-20.692,30,137255369.801
475,2,1688,16,59.307,19.17,5.929,-19.961,30,137255369.844
475,3,1689,15,57.096,19.898,5.658,-18.211,30,137255369.908
475,4,1690,15,198.54,19.681,6.203,-17.536,20,137255369.938
476,0,1691,23,89.443,-1.847,18.34,-17.728,10,67343985.444
476,1,1693,23,735.92,-2.092,19.099,-18.258,20,67343985.479
477,0,1694,9,490.903,-2.862,-3.757,-24.538,13,127813865.021
477,1,1695,9,145.83,-3.798,-5.586,-25.138,22,127813865.092
478,0,1696,20,279.943,11.337,14.506,-20.704,21,321633048.506
478,1,1697,20,379.475,10.772,16.607,-22.658,45,321633048.603
478,2,1698,18,75.396,11.445,20.148,-19.05,40,321633048.773
478,3,1700,18,245.397,11.621,22.746,-19.523,55,321633048.871
479,0,1701,4,223.496,-7.365,5.974,-23.218,11,50636169.836
479,1,1702,4,457.356,-7.232,5.935,-23.968,11,50636169.861
479,2,1703,4,22.275,-8.706,6.583,-24.302,22,50636169.916
479,3,1704,4,289.694,-9.29,6.63,-24.3,23,50636169.935
480,0,1706,17,763.28,14.35,8.361,-19.9,11,324634038.856
480,1,1707,17,117.609,14.562,8.621,-17.192,2,324634038.931
480,2,1708,17,132.922,14.749,8.393,-17.737,1,324634038.952
481,0,1709,27,672.062,-17.38,9.673,-13.636,4,75901960.125
481,1,1710,28,89.669,-12.094,9.624,-18.64,2,75901960.368
481,2,1712,26,212.885,-10.834,10.711,-18.392,5,75901960.443
482,0,1714,38,649.72,-3.266,-16.664,-18.762,11,66589516.437
482,1,1716,38,344.299,-2.029,-14.918,-19.908,12,66589516.515
483,0,1717,11,89.589,-5.278,-12.253,-19.376,2,110324900.682
483,1,1718,11,688.154,-5.701,-12.534,-20.327,13,110324900.718
484,0,1720,36,815.562,6.005,-17.061,-16.706,2,31645834.002
484,1,1722,6,121.907,-4.911,0.873,-22.939,3,31645834.769
485,0,1723,39,516.694,11.706,-14.501,-14.839,1,243469785.228
485,1,1724,39,27.306,11.984,-15.026,-14.614,1,243469785.249
486,0,1725,37,417.837,-3.351,-19.512,-16.415,15,162099272.131
486,1,1726,37,107.374,-3.406,-21.811,-16.007,24,162099272.209
486,2,1727,37,182.112,-1.599,-24.781,-16.125,41,162099272.325
486,3,1728,37,38.621,-2.195,-25.574,-16.235,42,162099272.359
487,0,1729,37,164.024,-4.917,-20.758,-15.578,24,289017605.031
487,1,1730,37,128.494,-5.523,-21.884,-15.844,34,289017605.074
488,0,1733,20,756.425,9.087,11.551,-22.533,23,12749178.447
488,1,1734,20,9.924,10.683,12.286,-22.197,33,12749178.509
488,2,1735,20,2.767,11.31,12.713,-21.538,22,12749178.542
488,3,1736,20,93.63,12.067,12.92,-20.348,22,12749178.59
488,4,1739,20,112.631,11.451,11.943,-20.378,22,12749178.631
489,0,1740,10,337.047,1.16,-10.143,-24.313,20,25912993.793
489,1,1742,10,413.763,1.5,-10.137,-24.767,20,25912993.827
489,2,1743,10,50.722,-0.07,-8.814,-25.03,20,25912993.882
489,3,1744,9,107.538,-0.543,-8.294,-25.85,20,25912993.918
489,4,1745,10,102.27,-0.137,-8.925,-25.319,20,25912993.949
490,0,1746,22,668.935,6.024,18.16,-20.631,32,132331616.868
490,1,1748,22,217.641,4.363,18.687,-20.362,31,132331616.93
490,2,1749,22,103.358,5.007,19.108,-20.28,31,132331616.955
491,0,1750,34,442.068,-10.886,-14.392,-20.923,30,59109450.537
491,1,1751,11,285.968,-7.709,-16.988,-25.799,53,59109450.749
491,2,1754,35,149.618,-6.232,-20.402,-24.162,52,59109450.896
491,3,1755,38,55.569,-3.172,-18.134,-21.237,32,59109451.051
491,4,1756,38,104.913,-2.989,-18.617,-21.756,32,59109451.075
492,0,1757,2,620.472,9.149,6.336,-21.294,0,135006802.923
492,1,1758,2,78.435,8.12,6.719,-21.718,0,135006802.962
492,2,1759,2,40.512,7.488,6.549,-21.573,0,135006802.984
493,0,1760,1,57.474,4.155,7.952,-23.517,11,18839623.0
493,1,1762,1,468.696,4.26,8.316,-24.122,11,18839623.025
493,2,1763,2,119.357,9.313,6.208,-26.68,30,18839623.225
493,3,1764,0,389.148,9.394,4.457,-27.089,31,18839623.285
494,0,1767,23,771.299,-0.527,17.069,-17.839,10,36264261.345
494,1,1768,23,92.693,-0.245,17.036,-17.343,0,36264261.362
494,2,1769,23,143.924,-0.771,18.359,-17.398,10,36264261.41
495,0,1770,21,24.509,3.509,22.225,-16.777,34,6218067.851
495,1,1772,21,794.96,3.999,24.253,-17.992,44,6218067.937
495,2,1773,21,198.83,2.891,25.304,-18.236,54,6218067.989
496,0,1774,44,593.27,14.283,-4.869,-18.073,2,4932366.488
496,1,1776,44,138.731,16.156,-3.744,-17.619,5,4932366.567
496,2,1777,44,119.791,16.545,-3.731,-16.799,0,4932366.594
496,3,1778,1,48.602,4.656,11.642,-20.333,4,4932367.253
496,4,1779,1,110.539,4.807,10.959,-21.102,4,4932367.288
497,0,1780,11,135.39,-2.279,-9.536,-21.862,0,45231697.173
497,1,1784,11,717.015,-4.4,-10.72,-25.393,35,45231697.323
497,2,1785,11,168.679,-3.944,-11.024,-25.257,30,45231697.35
498,0,1788,27,1013.276,-19.413,6.968,-17.544,20,226698132.196
499,0,1789,10,686.932,1.818,-14.91,-26.375,44,250174789.801
499,1,1790,10,254.512,1.388,-13.691,-26.587,45,250174789.845
500,0,1791,22,127.343,5.77,16.424,-20.877,22,17591868.072
500,1,1792,22,82.055,6.742,19.028,-22.429,42,17591868.178
500,2,1794,22,572.825,7.131,19.997,-23.667,52,17591868.248
500,3,1795,22,213.297,6.284,20.624,-23.039,52,17591868.275
501,0,1796,18,581.722,8.042,17.336,-16.936,11,25988600.565
501,1,1797,18,171.125,8.462,16.437,-18.404,21,25988600.624
501,2,1798,18,0.337,8.031,17.863,-19.077,21,25988600.677
501,3,1800,18,231.798,7.558,19.367,-19.7,31,25988600.745
502,0,1801,1,335.411,4.715,8.506,-22.153,0,163875314.641
502,1,1804,1,278.868,3.328,10.181,-24.112,22,163875314.748
502,2,1807,1,367.717,1.502,9.635,-24.453,22,163875314.815
503,0,1809,17,147.836,14.762,10.792,-20.686,32,174102035.688
503,1,1810,20,117.045,13.247,12.013,-21.271,32,174102035.758
504,0,1811,14,184.625,9.582,-10.881,-20.837,13,99888608.838
505,0,1812,34,721.091,-10.039,-11.506,-17.919,0,82906436.223
506,0,1813,22,15.973,2.339,17.75,-23.869,44,22107768.564
506,1,1814,22,224.896,2.366,18.251,-24.853,54,22107768.601
506,2,1815,22,373.007,2.455,19.247,-25.396,54,22107768.639
506,3,1816,22,85.111,0.972,20.002,-22.9,40,22107768.825
506,4,1817,22,97.345,1.575,19.795,-23.808,55,22107768.862
507,0,1818,7,356.0,-11.146,-3.95,-20.637,5,46124770.747
507,1,1820,7,257.031,-10.999,-4.25,-21.126,5,46124770.768
508,0,1821,19,133.718,14.477,16.979,-11.916,12,62614149.474
508,1,1822,19,669.162,17.03,19.391,-15.721,42,62614149.646
508,2,1823,19,63.151,15.542,18.415,-14.76,32,62614149.714
508,3,1824,19,9.605,16.075,18.399,-13.843,32,62614149.749
509,0,1825,33,704.925,-14.432,-14.8,-11.528,3,13090088.356
510,0,1827,29,645.207,-19.372,1.644,-14.861,14,7864949.776
510,1,1828,29,116.08,-17.737,3.801,-16.612,0,7864949.879
510,2,1829,29,58.591,-20.835,5.027,-19.873,40,7864950.035
510,3,1831,27,34.168,-20.961,6.502,-19.546,40,7864950.085
510,4,1832,27,131.248,-21.28,7.449,-21.022,40,7864950.145
511,0,1833,38,626.33,0.226,-16.227,-18.833,5,204182838.05
511,1,1834,38,29.713,0.815,-16.503,-18.708,15,204182838.072
511,2,1835,38,367.595,1.973,-17.308,-17.712,15,204182838.13
512,0,1836,1,650.054,6.058,9.557,-25.655,30,130899435.285
512,1,1839,1,372.801,5.774,8.13,-26.275,30,130899435.368
513,0,1842,6,758.077,-4.432,3.247,-23.781,12,183515953.373
513,1,1844,6,219.194,-5.691,2.092,-24.489,12,183515953.433
514,0,1845,20,55.778,9.863,14.316,-16.709,0,10037346.568
514,1,1846,20,312.311,10.366,14.762,-17.751,10,10037346.609
514,2,1847,0,148.534,8.986,6.264,-29.038,50,10037347.335
515,0,1849,1,253.175,5.638,8.328,-24.463,20,5457375.821
515,1,1850,1,137.437,6.249,9.757,-25.83,30,5457375.886
515,2,1852,1,289.215,8.636,12.815,-26.802,55,5457376.02
515,3,1853,1,303.751,8.087,13.492,-26.599,45,5457376.05
516,0,1854,6,375.633,-7.081,1.873,-23.113,1,272719728.567
516,1,1855,4,60.219,-8.55,4.373,-24.889,22,272719728.68
516,2,1856,4,325.285,-8.877,4.95,-25.961,32,272719728.722
516,3,1857,4,241.981,-10.283,5.68,-23.971,23,272719728.812
517,0,1860,27,775.4,-19.377,8.652,-14.975,14,39824850.368
517,1,1862,27,125.688,-18.524,9.036,-14.855,14,39824850.392
517,2,1863,27,119.209,-19.189,9.747,-14.831,24,39824850.424
518,0,1864,16,561.165,17.877,3.657,-24.042,44,28143973.097
518,1,1865,16,136.155,17.54,4.506,-24.456,45,28143973.131
518,2,1868,2,281.95,12.124,4.523,-22.994,24,28143973.342
519,0,1870,29,1019.386,-16.586,2.98,-16.505,0,21612563.419
520,0,1871,16,13.764,13.425,1.705,-21.537,14,39013949.939
521,0,1872,2,254.011,11.808,5.915,-20.704,3,8130208.853
521,1,1873,2,321.931,12.248,6.579,-21.166,13,8130208.883
521,2,1875,2,150.986,12.222,7.316,-20.446,13,8130209.036
522,0,1876,41,689.951,11.206,-13.115,-17.908,10,136935493.559
522,1,1877,41,48.102,10.634,-12.791,-18.397,10,136935493.587
522,2,1878,41,91.429,10.572,-11.539,-19.109,11,136935493.635
522,3,1880,41,160.061,10.375,-11.195,-18.538,1,136935493.659
523,0,1882,41,449.628,11.716,-13.46,-16.994,10,111487179.775
523,1,1883,40,356.177,10.931,-15.217,-20.975,30,111487179.939
524,0,1886,18,642.837,11.134,22.255,-19.329,55,350502396.149
524,1,1887,20,85.962,10.631,19.432,-22.991,55,350502396.556
525,0,1888,8,114.576,-12.488,0.18,-20.084,2,310640754.977
525,1,1889,8,332.449,-13.272,0.962,-22.858,22,310640755.076
526,0,1890,26,255.136,-11.809,12.483,-18.324,15,143371446.84
526,1,1891,24,209.401,-15.922,14.368,-19.756,31,143371446.998
526,2,1892,24,171.947,-16.21,14.912,-19.677,41,143371447.019
526,3,1893,24,67.346,-17.411,15.235,-18.684,42,143371447.072
526,4,1895,24,143.551,-18.614,14.059,-17.702,43,143371447.138
526,5,1896,24,144.456,-18.992,14.342,-18.174,43,143371447.16
527,0,1899,32,1030.752,-14.437,-5.934,-19.208,4,176878290.607
528,0,1902,6,992.417,-3.993,2.267,-24.394,3,146369387.847
529,0,1903,16,109.679,15.057,5.669,-19.663,15,57172887.961
529,1,1904,16,501.197,16.712,6.148,-20.624,25,57172888.027
529,2,1906,17,121.485,16.552,7.251,-20.952,31,57172888.066
529,3,1907,17,242.637,16.843,7.871,-20.975,31,57172888.088
530,0,1909,24,173.504,-13.591,15.793,-14.148,15,71461024.615
531,0,1910,4,38.382,-8.075,6.274,-21.641,3,555076265.541
531,1,1911,4,739.458,-9.345,6.415,-25.294,32,555076265.67
531,2,1912,4,209.037,-6.955,6.84,-22.692,1,555076265.789
532,0,1913,16,511.304,14.992,0.585,-21.599,23,51802222.138
532,1,1914,16,150.685,18.17,-0.847,-21.422,32,51802222.254
532,2,1915,44,118.754,19.053,-4.349,-23.115,45,51802222.387
532,3,1916,44,229.965,19.433,-4.077,-23.646,55,51802222.411
533,0,1917,16,467.2,16.948,6.081,-20.821,35,26559848.713
533,1,1918,16,193.57,16.79,6.145,-20.308,25,26559848.73
534,0,1919,32,48.273,-15.047,-6.034,-23.9,34,137678672.637
535,0,1920,44,731.748,15.866,-6.385,-19.8,21,152402217.983
535,1,1921,44,95.865,14.786,-6.249,-20.0,12,152402218.02
535,2,1922,44,14.092,14.794,-5.992,-19.24,2,152402218.047
535,3,1924,44,135.789,14.073,-4.754,-18.621,3,152402218.101
536,0,1927,42,987.954,22.817,-0.678,-15.084,33,200131257.22
537,0,1928,26,600.646,-11.353,12.523,-17.637,5,207068066.914
537,1,1930,25,206.276,-11.145,16.075,-15.924,10,207068067.052
537,2,1931,25,190.98,-11.753,16.487,-15.173,10,207068067.086
538,0,1932,32,111.283,-14.124,-3.909,-21.775,23,20471531.366
538,1,1933,32,236.786,-16.189,-4.906,-23.486,33,20471531.461
538,2,1934,32,154.036,-16.303,-5.177,-24.096,43,20471531.484
538,3,1935,32,324.182,-17.234,-5.359,-24.886,43,20471531.525
538,4,1937,32,189.94,-15.498,-5.226,-23.981,33,20471531.606
539,0,1938,37,511.118,-0.646,-22.6,-19.531,40,119232013.957
539,1,1939,37,73.281,-3.095,-23.476,-20.094,55,119232014.046
539,2,1940,35,209.4,-7.562,-22.643,-19.577,54,119232014.273
540,0,1941,9,351.043,0.28,-6.177,-24.887,15,150389591.726
540,1,1942,9,170.686,-1.889,-10.177,-27.898,40,150389591.908
541,0,1943,29,63.864,-17.438,1.176,-20.308,22,24430786.403
541,1,1944,29,624.48,-19.444,0.421,-23.01,42,24430786.518
541,2,1946,31,195.335,-22.585,-6.024,-17.571,40,24430786.821
541,3,1947,31,27.082,-21.529,-7.373,-17.678,30,24430786.878
541,4,1948,30,108.161,-22.561,-9.094,-18.075,45,24430786.946
542,0,1949,8,424.828,-13.059,1.01,-26.047,30,343260717.129
542,1,1950,8,342.3,-15.626,4.253,-26.862,54,343260717.269
542,2,1951,8,67.186,-15.151,4.351,-26.635,54,343260717.287
542,3,1952,8,155.192,-15.477,5.223,-26.343,54,343260717.32
543,0,1953,8,744.941,-11.618,2.114,-21.41,4,70160171.884
544,0,1954,28,46.236,-16.193,4.825,-22.888,35,622598872.035
545,0,1955,29,391.835,-18.554,-0.961,-17.34,13,49662960.267
545,1,1956,29,132.584,-19.507,0.407,-18.186,23,49662960.329
545,2,1957,29,507.637,-20.149,1.419,-20.629,33,49662960.42
546,0,1958,26,395.776,-9.383,15.357,-19.582,21,79146751.842
546,1,1959,26,140.012,-9.806,15.916,-19.597,21,79146751.865
546,2,1961,26,305.831,-10.291,16.078,-19.398,21,79146751.896
546,3,1962,26,170.389,-8.399,15.322,-23.449,42,79146752.037
547,0,1963,8,67.52,-12.441,-1.195,-20.505,1,259715220.422
547,1,1964,8,634.322,-12.827,-1.064,-21.634,11,259715220.462
547,2,1965,8,90.995,-11.562,-1.677,-22.036,11,259715220.511
547,3,1966,8,257.732,-9.514,0.038,-23.666,10,259715220.615
548,0,1967,11,727.082,-4.732,-9.026,-24.704,25,102750749.563
548,1,1969,9,125.464,0.81,-6.686,-23.987,15,102750749.775
548,2,1971,9,139.189,0.088,-6.418,-25.103,25,102750749.816
549,0,1972,11,702.86,-5.863,-13.974,-26.077,42,79137120.26
549,1,1975,11,285.351,-4.63,-14.675,-25.621,42,79137120.321
550,0,1976,13,346.686,10.115,-1.037,-24.204,21,95904860.353
551,0,1979,40,123.218,6.302,-14.164,-24.201,34,246745819.956
551,1,1980,40,6.368,7.088,-17.723,-22.863,42,246745820.083
551,2,1981,40,26.985,7.907,-18.644,-22.545,41,246745820.125
551,3,1982,40,122.081,8.013,-18.493,-21.842,41,246745820.15
552,0,1983,36,751.773,3.401,-20.888,-15.844,25,32124921.979
552,1,1984,36,101.855,3.413,-19.821,-15.942,10,32124922.015
552,2,1985,36,129.034,3.627,-21.446,-15.825,25,32124922.07
553,0,1986,10,378.266,4.001,-11.131,-23.264,23,2563400.272
553,1,1987,10,78.444,5.064,-11.728,-23.787,23,2563400.316
553,2,1988,14,19.49,9.254,-11.817,-27.933,54,2563400.513
553,3,1989,14,201.162,9.723,-11.955,-28.271,54,2563400.532
553,4,1990,14,9.862,10.5,-11.48,-27.735,54,2563400.567
553,5,1991,14,263.018,11.997,-9.469,-26.839,52,2563400.657
554,0,1992,42,434.719,22.195,-0.789,-14.178,24,8986704.625
555,0,1993,23,787.138,-3.484,17.701,-15.753,5,241665954.33
556,0,1996,10,662.34,0.879,-13.799,-28.654,55,84263164.611
556,1,1997,10,341.063,1.804,-14.483,-28.857,55,84263164.649
557,0,1998,41,202.156,11.174,-12.198,-17.776,0,265683422.719
557,1,1999,41,340.755,12.027,-12.241,-18.602,11,265683422.759
557,2,2000,14,12.914,11.235,-11.808,-22.391,33,265683422.889
557,3,2001,14,40.73,10.757,-11.987,-23.729,33,265683422.936
558,0,2002,38,397.892,-3.478,-18.365,-23.403,42,2504079.467
558,1,2003,38,198.046,-4.063,-19.766,-23.605,52,2504079.518
558,2,2004,38,53.059,-3.656,-21.033,-22.474,51,2504079.576
559,0,2005,23,336.452,-2.198,19.04,-22.851,41,4384969.198
560,0,2006,12,262.145,5.255,-3.009,-24.43,15,27015021.006
560,1,2007,12,85.791,3.871,-5.334,-28.538,42,27015021.17
560,2,2008,12,350.145,3.341,-5.58,-29.11,42,27015021.197
560,3,2009,12,159.019,4.492,-7.101,-29.192,42,27015021.261
560,4,2010,12,1.382,3.356,-6.396,-28.993,42,27015021.311
560,5,2012,12,137.434,2.675,-6.217,-28.927,42,27015021.335
561,0,2013,40,37.011,4.285,-15.971,-20.282,22,3186232.253
562,0,2014,14,723.786,9.198,-4.75,-23.153,10,84992379.41
562,1,2015,14,19.843,9.515,-5.141,-22.689,10,84992379.433
562,2,2016,14,246.614,10.406,-8.821,-21.663,12,84992379.563
563,0,2017,11,204.582,-3.869,-9.993,-21.458,0,46024122.352
563,1,2018,11,27.135,-4.774,-9.494,-26.036,35,46024122.509
563,2,2019,9,276.233,-4.889,-9.043,-28.104,41,46024122.579
563,3,2020,9,209.474,-6.056,-8.591,-28.805,41,46024122.627
563,4,2022,9,254.145,-5.995,-7.958,-28.873,41,46024122.652
564,0,2023,35,107.461,-7.575,-16.86,-17.25,15,103117319.204
564,1,2025,35,514.899,-10.095,-18.903,-20.621,40,103117319.363
564,2,2026,35,140.538,-10.492,-19.493,-19.783,45,103117319.399
564,3,2027,35,29.757,-12.176,-18.844,-20.603,40,103117319.465
564,4,2028,33,169.305,-13.113,-19.013,-20.077,40,103117319.501
565,0,2029,32,687.059,-19.166,-6.475,-22.005,40,197372971.577
565,1,2030,32,78.967,-19.795,-4.423,-21.857,41,197372971.648
565,2,2033,32,125.668,-19.808,-3.321,-23.81,52,197372971.744
565,3,2034,32,113.138,-20.436,-3.208,-24.301,52,197372971.767
566,0,2035,5,781.868,-2.997,13.465,-19.97,2,252319432.965
