event_num,interaction_num,index,crystal,edep,x,y,z,slice_sect,time
1,0,1,8,831.02,-11.32,2.174,-21.948,4,51963134.396
1,1,3,8,187.11,-10.224,2.477,-21.61,5,51963134.441
2,0,4,37,28.382,-0.547,-18.683,-15.19,0,8075709.679
2,1,5,37,248.062,-0.361,-21.052,-17.767,30,8075709.796
2,2,6,36,510.627,0.843,-22.319,-19.151,40,8075709.87
2,3,8,37,227.861,-0.341,-21.674,-19.023,30,8075709.916
3,0,10,4,524.926,-7.172,10.366,-25.931,35,282239621.604
3,1,11,4,38.994,-6.553,8.38,-27.794,40,282239621.692
3,2,13,4,250.974,-6.752,7.519,-28.351,41,282239621.732
3,3,14,4,44.709,-6.64,6.838,-27.805,41,282239621.758
3,4,15,4,136.152,-5.829,6.958,-27.382,31,282239621.789
4,0,16,24,694.374,-15.821,11.757,-13.466,3,21511145.255
5,0,17,22,486.458,3.063,13.644,-20.379,14,99884915.338
5,1,18,22,61.153,0.821,15.453,-21.721,24,99884915.444
5,2,19,22,21.743,-0.114,17.465,-23.478,45,99884915.538
5,3,20,22,112.171,-0.577,19.364,-24.301,55,99884915.609
6,0,21,38,758.704,-1.575,-15.187,-18.216,2,204810886.377
6,1,22,38,43.722,-1.313,-15.284,-17.745,1,204810886.395
6,2,23,38,190.162,-0.229,-15.691,-17.685,0,204810886.434
7,0,25,33,885.281,-15.929,-19.326,-20.307,50,272717119.331
7,1,26,33,133.979,-16.104,-19.334,-19.752,50,272717119.35
8,0,27,6,90.565,-6.593,-1.975,-22.878,5,114253112.197
8,1,28,7,239.676,-9.889,-3.899,-28.249,41,114253112.417
8,2,29,7,277.111,-9.971,-5.193,-29.416,51,114253112.475
8,3,32,7,378.71,-9.043,-5.959,-29.452,51,114253112.519
9,0,33,10,35.08,4.271,-10.953,-21.54,13,90744476.449
9,1,35,10,196.361,4.153,-11.412,-22.407,13,90744476.483
9,2,36,10,185.735,4.494,-11.984,-23.53,23,90744476.526
9,3,37,10,200.619,5.678,-11.757,-25.071,33,90744476.591
9,4,38,10,66.432,5.544,-12.035,-25.643,33,90744476.613
9,5,39,10,23.511,5.521,-11.267,-27.042,42,90744476.666
10,0,40,31,599.981,-21.755,-6.968,-16.55,31,363285066.045
11,0,41,24,523.16,-16.018,11.652,-14.922,13,63266348.417
11,1,43,24,262.18,-15.33,15.697,-16.034,25,63266348.569
11,2,46,24,225.651,-15.717,16.548,-15.145,25,63266348.62
12,0,47,40,714.12,5.225,-14.165,-19.883,13,1674365.976
12,1,48,40,12.833,5.833,-13.187,-20.082,3,1674366.015
12,2,49,14,115.555,6.67,-9.705,-23.367,24,1674366.177
12,3,50,40,150.933,5.761,-15.448,-24.846,43,1674366.377
13,0,51,32,119.673,-16.921,-2.871,-18.086,11,120054631.377
13,1,52,32,25.31,-17.607,-2.273,-18.394,11,120054631.409
13,2,53,29,166.466,-18.562,-1.179,-17.607,13,120054631.465
14,0,54,4,578.073,-10.4,9.02,-21.323,14,104673839.33
14,1,55,4,150.891,-9.922,9.728,-21.763,24,104673839.362
14,2,56,4,48.678,-8.245,8.874,-24.801,25,104673839.481
14,3,57,4,59.044,-9.354,7.652,-27.782,42,104673839.595
14,4,58,4,5.269,-8.715,6.972,-28.218,41,104673839.63
14,5,59,4,199.137,-7.901,6.264,-28.675,41,104673839.669
15,0,60,13,256.123,11.211,-0.456,-20.919,4,21183844.592
15,1,61,16,521.534,18.804,0.52,-24.837,53,21183844.879
15,2,62,16,28.774,18.139,0.753,-24.92,43,21183844.903
15,3,63,16,176.56,17.938,1.355,-24.211,43,21183844.936
16,0,64,12,1013.839,4.261,-1.329,-23.876,4,141965208.828
17,0,65,26,579.908,-9.298,14.495,-19.695,11,105762018.098
17,1,66,26,107.573,-11.085,14.552,-19.529,20,105762018.158
17,2,67,26,295.644,-12.65,16.979,-19.673,30,105762018.255
18,0,68,6,517.205,-3.846,0.475,-29.689,43,50020947.741
18,1,69,6,51.071,-3.771,1.001,-29.919,43,50020947.76
18,2,70,6,149.564,-4.065,2.201,-31.508,53,50020947.827
19,0,71,19,429.026,13.452,14.157,-15.851,15,8680542.698
19,1,72,19,1.692,12.891,16.61,-16.982,20,8680542.789
19,2,73,19,407.781,12.657,17.226,-17.429,30,8680542.816
19,3,74,19,189.281,12.723,16.934,-16.421,20,8680542.852
20,0,75,10,301.771,3.568,-11.613,-23.482,23,61574695.393
20,1,76,10,21.924,3.953,-11.524,-24.102,23,61574695.418
20,2,77,10,304.084,5.439,-11.909,-26.893,43,61574695.524
21,0,78,7,362.911,-8.147,-6.468,-21.03,3,82048117.326
21,1,79,7,205.484,-10.469,-7.134,-22.077,14,82048117.414
21,2,80,32,170.72,-13.624,-6.562,-21.147,24,82048117.525
21,3,81,30,157.831,-18.636,-12.957,-20.117,42,82048117.798
21,4,83,30,46.117,-17.74,-12.85,-20.068,42,82048117.831
21,5,84,30,104.009,-18.293,-10.646,-19.119,31,82048117.917
22,0,85,12,685.052,5.494,-2.225,-23.004,5,30662413.229
22,1,86,12,72.427,4.076,-1.047,-23.322,4,30662413.292
23,0,87,16,185.711,17.44,4.381,-23.136,45,159469525.368
24,0,88,38,207.692,-1.062,-16.907,-20.417,22,147553221.096
24,1,89,38,272.578,-1.053,-20.263,-21.668,41,147553221.215
25,0,90,30,1013.174,-16.831,-7.67,-14.569,0,239005964.462
26,0,91,26,529.732,-8.051,13.994,-20.323,12,28022932.564
26,1,92,26,285.495,-10.28,13.673,-21.119,24,28022932.644
26,2,93,26,57.54,-8.105,13.707,-22.344,33,28022932.727
26,3,95,26,138.993,-8.166,13.003,-21.976,23,28022932.756
27,0,96,40,741.626,5.109,-13.335,-18.853,3,18410899.818
28,0,97,4,594.937,-6.411,5.391,-22.588,1,44519487.791
28,1,98,4,223.054,-6.88,6.279,-22.473,1,44519487.825
28,2,99,4,174.893,-7.198,5.389,-22.403,2,44519487.856
29,0,101,24,1052.791,-14.665,14.307,-19.323,31,45246023.715
30,0,102,21,995.145,2.828,22.115,-13.207,13,34670304.099
31,0,103,0,770.876,2.857,2.142,-23.795,4,22897314.257
32,0,104,10,317.587,3.182,-9.183,-23.621,12,36642331.746
32,1,105,10,52.4,3.533,-10.663,-24.41,23,36642331.804
32,2,106,10,103.897,3.64,-11.185,-24.469,23,36642331.821
32,3,107,10,228.172,3.496,-11.711,-24.757,33,36642331.842
32,4,109,10,126.534,3.395,-11.361,-25.257,33,36642331.866
32,5,110,10,138.421,2.946,-11.185,-24.91,23,36642331.886
33,0,112,8,223.53,-15.957,1.939,-23.83,33,271371186.344
33,1,113,8,147.168,-14.489,1.719,-24.025,33,271371186.393
34,0,115,25,726.175,-10.658,20.541,-14.314,23,35993187.038
34,1,117,25,298.757,-9.778,19.393,-14.535,13,35993187.088
35,0,118,8,761.286,-14.006,0.132,-19.287,2,138681620.64
36,0,119,10,51.164,4.998,-9.144,-25.551,32,161110952.691
36,1,120,10,298.229,5.047,-9.952,-27.013,42,161110952.746
36,2,121,10,413.764,4.032,-10.275,-28.398,42,161110952.805
36,3,122,10,75.971,5.052,-10.133,-28.764,52,161110952.841
36,4,123,10,135.022,2.741,-11.218,-30.005,51,161110953.007
37,0,124,34,201.759,-12.052,-15.285,-24.29,55,105471525.512
38,0,125,33,697.904,-12.198,-15.832,-15.684,11,230043761.75
38,1,126,33,58.109,-11.321,-15.918,-15.502,11,230043761.78
38,2,127,33,190.107,-10.814,-16.427,-13.147,2,230043761.862
39,0,128,22,505.08,0.964,17.657,-18.91,10,263776420.842
39,1,129,22,45.108,1.347,18.798,-18.708,20,263776420.883
39,2,130,21,427.587,3.054,21.294,-19.497,35,263776420.987
40,0,131,33,128.776,-12.882,-16.068,-14.286,12,82667937.93
40,1,132,33,651.514,-12.999,-16.417,-14.748,12,82667937.95
40,2,134,33,60.885,-12.622,-15.762,-14.419,2,82667937.98
40,3,135,33,172.284,-13.778,-16.006,-12.894,13,82667938.043
41,0,136,23,69.754,-5.777,18.142,-22.666,42,104092834.883
41,1,137,23,7.424,-6.596,20.151,-23.862,52,104092834.967
42,0,140,29,968.965,-16.465,3.604,-20.974,21,14976473.061
43,0,141,38,606.328,-0.572,-14.744,-20.309,13,214739184.369
43,1,142,11,18.156,-5.791,-14.937,-22.166,32,214739184.554
43,2,143,35,111.638,-9.201,-15.634,-22.385,31,214739184.67
43,3,145,34,263.819,-10.304,-14.882,-24.181,45,214739184.748
44,0,146,17,62.066,18.166,9.749,-16.454,25,118013050.809
44,1,148,17,761.398,19.218,10.571,-17.126,35,118013050.864
44,2,149,17,29.271,19.141,10.044,-17.253,35,118013050.881
44,3,151,17,138.583,18.223,9.944,-18.359,35,118013050.93
45,0,152,36,735.493,4.924,-17.477,-17.263,11,78568306.252
45,1,153,36,2.549,6.062,-16.758,-16.144,2,78568306.309
46,0,154,36,326.357,1.314,-24.12,-16.77,45,158198982.7
47,0,155,13,491.49,13.879,2.038,-25.139,33,39145605.242
47,1,156,2,164.48,14.664,5.1,-26.557,44,39145605.357
47,2,157,2,8.858,14.291,5.414,-27.068,54,39145605.381
48,0,158,0,403.324,6.613,6.743,-25.051,20,34238620.697
48,1,161,0,505.179,7.714,6.001,-26.187,30,34238620.775
48,2,162,0,97.321,8.298,5.778,-25.966,30,34238620.797
49,0,164,42,485.48,22.594,-0.473,-15.076,23,234759820.604
50,0,167,15,751.057,19.387,3.668,-14.008,4,166461462.369
50,1,169,15,250.769,20.188,3.981,-13.969,4,166461462.395
51,0,171,41,738.39,16.043,-11.889,-15.249,14,78017821.617
51,1,172,39,36.313,10.495,-17.864,-14.657,13,78017821.89
52,0,173,15,697.694,19.876,2.021,-13.898,4,249141391.192
52,1,174,15,274.745,19.99,2.294,-13.181,4,249141391.218
53,0,175,39,728.258,11.542,-14.97,-13.879,1,100628537.867
54,0,176,24,742.076,-15.896,12.26,-13.233,3,52936802.291
55,0,177,1,717.268,1.753,12.092,-24.048,23,25369167.223
55,1,178,5,142.174,-0.128,10.774,-24.741,25,25369167.303
55,2,180,1,166.41,1.428,10.166,-23.299,12,25369167.377
56,0,181,29,581.304,-15.197,2.73,-18.72,1,1303586.589
56,1,182,8,418.025,-13.638,2.397,-21.1,13,1303586.684
57,0,183,15,308.366,19.995,2.453,-17.53,25,147917157.758
58,0,184,41,606.25,16.443,-10.587,-18.794,23,250073191.95
58,1,185,41,232.958,16.079,-10.413,-19.43,33,250073191.975
58,2,186,41,38.847,16.199,-9.893,-18.567,23,250073192.008
58,3,187,44,122.877,15.301,-7.263,-19.648,22,250073192.108
59,0,188,10,731.863,4.277,-12.643,-26.151,43,71637005.903
59,1,189,10,79.121,3.871,-13.291,-25.514,44,71637005.937
59,2,192,10,92.425,2.541,-12.804,-25.019,34,71637006.001
59,3,194,10,113.604,2.602,-12.091,-25.229,34,71637006.026
60,0,195,11,600.94,-2.672,-11.964,-22.473,11,4058478.776
60,1,196,11,190.233,-4.616,-9.814,-24.111,25,4058478.887
60,2,197,11,4.318,-3.658,-9.662,-24.197,20,4058478.919
60,3,199,11,180.301,-1.807,-9.77,-23.656,10,4058478.984
61,0,200,32,530.611,-19.258,-6.407,-19.399,30,3511962.84
61,1,201,30,34.489,-20.545,-9.172,-18.851,40,3511962.944
62,0,202,21,466.962,2.704,19.537,-14.692,4,32811025.473
62,1,203,21,371.091,2.287,19.979,-14.788,4,32811025.493
62,2,204,21,30.571,2.634,19.754,-14.431,4,32811025.511
62,3,205,21,5.086,3.263,19.211,-14.796,5,32811025.542
62,4,206,21,139.806,3.953,19.01,-14.864,5,32811025.566
63,0,207,19,71.21,13.138,14.739,-13.436,1,33618661.375
63,1,208,19,87.232,13.532,15.078,-14.808,0,33618661.424
63,2,209,19,23.998,14.115,13.799,-15.863,15,33618661.483
63,3,210,17,254.351,14.947,10.398,-16.03,4,33618661.599
64,0,211,22,89.352,2.685,13.617,-19.304,4,327102130.033
64,1,213,22,611.509,3.977,16.449,-21.883,23,327102130.177
64,2,216,22,296.822,3.788,17.618,-20.883,32,327102130.235
65,0,217,34,429.165,-14.719,-9.583,-19.613,22,56383594.418
65,1,218,34,45.831,-14.649,-9.735,-20.107,22,56383594.435
65,2,219,34,247.948,-15.343,-10.318,-22.937,42,56383594.534
65,3,220,34,40.557,-14.777,-12.579,-23.095,42,56383594.613
65,4,221,34,59.886,-14.374,-13.894,-23.749,51,56383594.681
66,0,224,13,780.562,9.585,-0.519,-22.234,2,133724855.451
66,1,225,13,70.223,10.818,-0.592,-22.516,3,133724855.487
66,2,227,13,63.731,10.676,-0.029,-22.227,3,133724855.515
66,3,228,13,87.585,10.049,-0.597,-22.851,2,133724855.55
67,0,230,29,971.925,-16.873,3.328,-17.886,0,176952217.318
68,0,231,2,614.235,9.282,3.955,-22.988,15,15793305.819
68,1,232,2,56.965,12.025,7.448,-22.08,22,15793305.97
68,2,233,2,336.189,13.649,7.778,-22.737,33,15793306.029
69,0,235,34,833.972,-9.681,-9.546,-20.064,4,523765263.99
69,1,236,34,169.533,-9.537,-9.835,-20.586,14,523765264.013
70,0,237,19,743.666,13.071,15.22,-13.814,1,160274702.812
70,1,239,19,113.763,13.051,15.538,-12.762,2,160274702.865
71,0,240,1,584.718,3.503,11.867,-22.449,13,260635254.812
71,1,241,1,64.429,1.973,12.26,-23.24,23,260635254.871
72,0,242,22,569.701,4.326,20.227,-23.577,51,73474499.101
73,0,243,12,73.75,4.426,-5.646,-28.617,42,387464971.462
73,1,244,12,161.915,5.01,-5.956,-29.809,52,387464971.507
73,2,246,12,746.532,5.327,-5.748,-30.465,52,387464971.536
74,0,247,20,659.127,9.615,13.025,-18.283,0,187091393.535
74,1,248,20,56.104,9.117,12.964,-18.658,5,187091393.556
74,2,249,20,18.843,7.548,13.579,-18.899,4,187091393.613
74,3,250,22,5.853,4.115,16.219,-18.169,2,187091393.759
74,4,251,22,280.453,1.971,16.891,-17.49,0,187091393.838
75,0,252,38,46.772,2.73,-15.651,-20.584,24,33323535.406
75,1,253,38,103.781,2.66,-16.007,-20.976,24,33323535.423
75,2,254,38,576.322,1.948,-17.539,-21.974,34,33323535.488
75,3,255,40,296.094,5.288,-18.367,-22.21,42,33323535.603
76,0,256,19,697.399,13.836,15.56,-18.15,35,135166502.813
76,1,257,19,131.898,13.593,16.975,-16.365,20,135166502.889
76,2,258,19,27.877,14.458,16.18,-18.554,35,135166502.973
76,3,259,19,136.738,14.897,17.357,-19.172,40,135166503.02
77,0,260,12,785.74,5.403,-1.652,-25.571,25,34508317.467
77,1,262,12,118.402,5.739,-0.879,-24.722,15,34508317.555
78,0,264,24,763.349,-13.983,16.916,-15.568,25,141015002.149
78,1,265,24,13.423,-13.657,15.868,-15.309,15,141015002.189
78,2,268,24,191.824,-13.973,15.051,-14.994,15,141015002.23
79,0,269,10,584.429,3.609,-11.87,-23.575,23,120120875.332
79,1,270,10,396.75,2.986,-11.71,-23.947,24,120120875.357
80,0,271,35,488.606,-8.354,-16.565,-17.716,15,22901327.116
80,1,272,35,270.398,-8.668,-18.737,-17.174,25,22901327.191
80,2,273,35,32.311,-9.339,-18.675,-18.123,35,22901327.23
80,3,274,35,24.705,-8.351,-18.226,-21.21,41,22901327.339
80,4,275,35,179.86,-8.818,-18.349,-22.034,41,22901327.371
81,0,276,12,733.061,3.737,-3.024,-25.354,13,56360168.135
81,1,277,12,108.395,3.025,-1.359,-25.202,14,56360168.196
81,2,278,12,42.151,2.932,-1.909,-26.13,24,56360168.232
81,3,279,12,130.837,2.757,-2.768,-25.287,13,56360168.272
82,0,280,38,107.186,1.631,-15.595,-22.017,24,129310012.434
82,1,281,38,105.384,-0.07,-15.566,-24.478,43,129310012.534
82,2,283,10,12.66,-0.404,-12.554,-25.889,35,129310012.652
82,3,284,10,263.83,0.004,-11.779,-26.638,40,129310012.684
83,0,285,18,19.971,6.725,18.507,-16.984,12,16396669.103
83,1,286,18,245.386,7.891,23.473,-20.489,52,16396669.309
84,0,287,18,192.582,7.71,17.202,-15.523,1,185867021.504
84,1,291,18,808.503,9.225,21.686,-16.837,34,185867021.689
85,0,292,24,118.155,-17.104,13.682,-15.186,23,78691226.101
85,1,293,24,378.696,-17.648,14.151,-15.358,23,78691226.125
86,0,294,11,234.231,-7.318,-11.724,-20.604,13,327652848.146
86,1,296,11,452.465,-6.62,-12.773,-22.85,23,327652848.244
86,2,299,11,292.489,-5.892,-13.065,-22.27,23,327652848.295
87,0,300,15,426.616,20.714,8.317,-14.449,22,29302453.248
88,0,301,12,669.501,3.644,-3.944,-23.109,2,71360037.035
88,1,303,12,330.947,3.208,-3.404,-23.107,3,71360037.077
89,0,304,22,440.833,6.482,17.575,-23.787,43,270252592.96
89,1,305,22,60.73,4.457,18.357,-26.146,53,270252593.067
90,0,306,20,410.957,11.461,12.931,-21.46,22,18926140.496
90,1,308,20,366.846,12.285,13.838,-21.541,32,18926140.549
90,2,310,20,70.067,12.649,14.43,-23.174,42,18926140.607
90,3,312,20,125.979,12.47,13.912,-23.319,42,18926140.635
91,0,314,3,522.752,-2.96,4.308,-27.957,34,37609569.515
91,1,315,3,198.69,-2.537,4.831,-28.701,44,37609569.545
91,2,316,3,7.045,-1.194,4.185,-29.045,44,37609569.596
91,3,317,3,112.266,0.205,3.937,-29.319,43,37609569.645
92,0,318,7,637.365,-8.232,-5.352,-21.625,3,28968616.521
92,1,320,7,220.398,-8.347,-4.773,-21.723,2,28968616.541
93,0,321,19,282.312,14.032,14.099,-13.101,3,121889799.275
94,0,325,16,1031.919,21.261,3.225,-20.941,41,115482838.443
95,0,326,7,661.57,-9.097,-2.499,-25.161,20,110974219.93
95,1,327,7,24.26,-11.053,-2.162,-24.278,20,110974220.002
95,2,328,8,13.38,-11.812,-1.433,-23.838,21,110974220.04
95,3,329,8,278.491,-13.321,-0.903,-23.3,21,110974220.096
96,0,333,39,286.591,14.322,-22.552,-15.134,53,1622313.42
97,0,334,36,782.817,1.668,-19.854,-18.514,20,16088743.195
97,1,335,37,48.742,-1.14,-18.673,-15.832,0,16088743.33
97,2,337,37,167.913,-1.964,-18.072,-16.52,15,16088743.382
98,0,338,33,745.704,-11.368,-15.636,-15.461,1,133248813.908
98,1,339,33,120.433,-11.077,-15.291,-15.753,0,133248813.926
98,2,340,33,162.635,-11.98,-15.05,-15.656,0,133248813.958
99,0,341,18,382.629,8.308,19.019,-20.02,31,112766801.35
100,0,344,40,846.475,4.695,-14.148,-20.335,13,89743962.648
100,1,345,40,179.693,5.14,-13.772,-20.195,13,89743962.674
101,0,346,44,259.561,14.05,-4.381,-19.414,3,47902475.718
101,1,347,44,473.088,14.728,-6.422,-21.527,22,47902475.818
101,2,348,44,28.937,13.664,-6.048,-21.546,23,47902475.856
101,3,349,44,143.876,12.882,-4.163,-21.34,13,47902475.988
102,0,350,28,18.007,-14.285,8.433,-18.065,1,117865234.547
102,1,351,28,727.535,-16.405,10.218,-20.921,31,117865234.679
102,2,352,28,24.858,-14.468,9.973,-20.572,22,117865234.745
102,3,353,28,28.743,-13.988,9.61,-19.943,22,117865234.774
102,4,354,28,188.521,-14.504,7.93,-18.221,1,117865234.856
103,0,355,21,524.282,0.548,24.361,-21.42,50,299487140.493
104,0,356,40,148.83,10.07,-14.404,-17.676,10,37898549.708
104,1,358,39,520.704,11.41,-16.212,-18.521,20,37898549.8
104,2,359,39,105.685,11.979,-16.207,-17.996,20,37898549.817
104,3,361,39,197.404,11.555,-16.634,-17.799,20,37898549.856
105,0,362,29,717.324,-17.721,-0.546,-18.022,13,180056925.863
105,1,363,29,287.589,-17.564,0.664,-16.27,3,180056925.934
106,0,364,13,227.522,9.834,-2.662,-30.134,51,31918209.501
106,1,367,12,230.842,8.629,-5.152,-29.512,50,31918209.722
107,0,368,30,271.401,-15.069,-7.753,-17.587,11,83652395.407
107,1,370,34,322.97,-15.623,-9.956,-20.468,32,83652395.538
107,2,371,34,97.617,-13.626,-11.728,-19.816,21,83652395.627
107,3,372,34,127.1,-12.598,-11.485,-20.212,21,83652395.69
108,0,374,40,438.834,10.495,-12.53,-21.139,25,4326772.065
108,1,375,41,188.545,11.745,-12.84,-20.903,21,4326772.104
108,2,376,41,54.263,13.732,-10.965,-21.503,32,4326772.197
108,3,377,43,300.99,20.331,-9.809,-20.038,45,4326772.426
109,0,378,9,631.486,-4.157,-4.319,-29.57,42,17801871.115
110,0,380,26,1046.913,-6.898,15.651,-19.789,22,107590926.15
111,0,381,12,67.312,7.164,-5.965,-26.328,31,130897982.433
111,1,383,12,717.524,7.158,-6.061,-27.041,31,130897982.457
111,2,384,12,202.276,7.276,-6.256,-26.512,31,130897982.477
112,0,385,39,647.68,10.368,-19.292,-16.093,24,63870391.792
112,1,386,39,76.978,11.282,-18.854,-15.848,24,63870391.826
112,2,387,39,4.158,12.027,-17.35,-16.826,20,63870391.89
112,3,389,39,131.0,12.251,-16.423,-17.46,20,63870391.941
112,4,390,39,126.221,11.703,-17.799,-17.15,20,63870391.991
113,0,391,23,206.909,-5.652,20.931,-20.663,43,12364081.741
113,1,392,23,0.935,-6.076,21.423,-20.823,43,12364081.762
114,0,393,37,442.506,-2.488,-22.853,-12.947,22,63047508.503
114,1,394,36,26.172,1.486,-25.025,-18.861,55,63047508.752
114,2,395,36,19.996,2.348,-25.054,-20.417,50,63047508.811
115,0,396,16,738.688,12.884,3.756,-19.444,4,155464362.817
115,1,397,5,129.037,-2.214,14.029,-19.427,3,155464363.426
115,2,398,5,141.87,-2.115,13.424,-19.382,3,155464363.447
116,0,400,12,351.711,7.264,-5.921,-24.852,20,152856344.196
116,1,401,12,661.524,6.894,-6.615,-25.769,31,152856344.235
117,0,402,37,279.774,-3.588,-20.523,-14.985,14,351858103.729
117,1,403,37,28.974,-3.56,-20.788,-15.905,24,351858103.762
117,2,404,37,305.641,-3.129,-21.634,-18.066,35,351858103.84
117,3,406,37,45.08,-3.956,-21.627,-18.69,35,351858103.883
117,4,407,37,20.15,-4.697,-21.4,-18.902,45,351858103.902
117,5,408,35,316.997,-8.22,-19.921,-18.008,34,351858104.033
118,0,409,15,0.8,20.427,8.175,-16.352,21,351327614.645
118,1,410,15,543.734,20.898,8.241,-16.803,31,351327614.667
118,2,411,15,57.277,23.579,4.655,-18.193,45,351327614.824
118,3,412,15,99.223,24.434,4.409,-18.69,54,351327614.858
118,4,414,15,139.894,25.414,3.481,-18.255,54,351327614.909
118,5,415,15,171.976,26.052,5.516,-17.328,53,351327614.983
119,0,416,41,563.956,11.887,-12.364,-17.596,0,448478185.788
119,1,418,40,413.67,7.115,-14.116,-22.106,24,448478186.024
120,0,420,43,126.125,24.187,-12.583,-14.937,53,146544916.346
121,0,422,32,346.0,-17.36,-7.754,-19.988,35,97647704.672
121,1,423,32,336.319,-18.974,-6.814,-21.071,40,97647704.742
121,2,424,32,325.561,-19.572,-8.496,-22.372,55,97647704.815
122,0,425,15,203.504,22.674,7.964,-21.423,50,173733049.654
123,0,426,28,616.503,-14.205,10.077,-25.812,53,25984690.134
123,1,427,28,28.948,-13.896,7.417,-23.99,34,25984690.243
123,2,428,28,0.719,-14.315,7.273,-23.275,34,25984690.271
123,3,430,29,114.623,-17.955,3.563,-17.336,10,25984690.547
123,4,431,29,92.521,-18.262,3.265,-17.73,10,25984690.565
124,0,432,35,15.208,-5.334,-17.488,-15.423,4,304705319.656
125,0,433,0,780.082,4.726,3.731,-25.644,24,79143302.702
125,1,435,0,215.21,4.43,4.048,-24.746,15,79143302.742
126,0,436,23,92.075,-4.09,22.885,-17.658,35,24762120.751
127,0,437,25,717.075,-8.41,19.506,-14.165,14,137639937.234
127,1,438,25,58.149,-8.467,17.83,-14.723,4,137639937.293
127,2,439,5,221.068,-2.057,14.736,-24.945,33,137639937.708
128,0,440,23,504.252,-4.467,19.097,-18.489,24,102386275.989
128,1,442,23,494.666,-5.515,20.436,-18.083,34,102386276.055
129,0,443,41,549.873,11.784,-11.763,-16.938,0,20734994.725
130,0,444,34,727.693,-10.922,-7.522,-19.718,3,25908713.905
130,1,445,2,61.884,9.224,6.038,-26.317,30,25908714.744
130,2,446,2,230.691,9.362,6.526,-26.043,30,25908714.764
131,0,447,13,4.858,8.119,-3.616,-22.738,0,28232432.557
131,1,448,13,704.633,8.315,-3.751,-23.439,10,28232432.58
131,2,450,13,290.287,9.551,-3.804,-23.066,10,28232432.633
132,0,452,24,459.774,-14.464,14.431,-20.202,31,43925606.124
132,1,453,24,160.896,-17.367,14.363,-19.638,42,43925606.213
132,2,454,24,122.254,-18.664,15.934,-17.449,43,43925606.313
133,0,456,6,805.636,-6.632,-1.308,-24.43,15,218738694.071
134,0,457,23,263.119,-1.994,16.67,-17.501,0,225235501.878
134,1,458,23,152.136,-1.042,16.497,-17.255,0,225235501.979
135,0,459,10,81.142,0.447,-9.221,-22.363,0,34399613.821
135,1,461,10,667.109,0.243,-9.434,-23.503,10,34399613.866
135,2,462,10,125.092,0.198,-8.761,-23.403,10,34399613.883
135,3,463,10,9.667,-0.095,-9.238,-23.597,10,34399613.904
135,4,465,10,105.669,0.35,-10.666,-24.149,20,34399613.962
136,0,466,29,414.401,-16.296,3.953,-20.277,21,194718280.766
136,1,467,8,333.17,-15.984,2.736,-26.003,43,194718280.963
136,2,470,8,260.042,-14.995,1.617,-25.572,43,194718281.028
137,0,472,29,190.756,-17.744,2.47,-20.638,31,13636966.881
137,1,473,29,18.209,-18.985,1.969,-22.604,42,13636966.955
137,2,475,29,794.852,-19.479,1.885,-23.323,42,13636967.004
138,0,476,37,329.7,-1.751,-20.574,-19.062,35,16063159.176
138,1,477,37,513.797,-1.492,-22.28,-19.199,40,16063159.233
138,2,478,37,220.865,-1.789,-21.978,-18.831,30,16063159.252
139,0,479,11,140.701,-7.354,-10.69,-27.652,45,7699481.545
140,0,480,33,200.362,-13.65,-12.51,-16.78,15,315726959.044
140,1,481,34,68.739,-15.844,-12.643,-20.303,31,315726959.183
140,2,482,34,186.663,-16.354,-13.174,-21.843,41,315726959.24
140,3,483,34,339.166,-16.892,-14.64,-22.593,51,315726959.297
140,4,485,34,194.666,-17.484,-14.243,-22.586,51,315726959.324
141,0,486,30,199.666,-16.061,-7.18,-15.799,0,105413887.544
141,1,487,30,527.411,-18.901,-7.769,-16.662,20,105413887.645
141,2,490,31,264.305,-19.561,-5.569,-15.93,20,105413887.74
142,0,492,32,930.142,-16.483,-1.794,-22.835,32,14726772.712
143,0,493,20,776.995,11.565,14.479,-21.854,31,108686575.929
143,1,494,20,204.239,11.272,14.542,-21.126,31,108686575.955
144,0,495,8,427.476,-14.434,1.609,-23.898,33,38004157.029
144,1,496,4,48.54,-11.183,7.297,-28.584,52,38004157.564
144,2,497,4,164.916,-11.157,6.527,-29.621,52,38004157.607
145,0,498,41,217.766,13.399,-10.898,-21.934,32,27991776.913
146,0,501,4,964.368,-6.049,8.461,-27.606,40,86131239.295
147,0,502,25,37.725,-10.783,19.472,-12.102,12,88701885.995
147,1,504,25,273.739,-10.425,19.915,-12.496,13,88701886.022
148,0,505,19,215.419,17.361,20.347,-16.2,52,60967537.48
149,0,509,14,794.25,6.367,-6.995,-23.462,15,54419718.634
149,1,510,14,26.372,5.966,-7.273,-23.341,15,54419718.654
149,2,511,9,169.357,-0.087,-7.303,-26.226,25,54419718.877
150,0,512,18,231.85,4.873,18.128,-16.65,12,11809101.718
150,1,513,18,49.087,5.113,18.626,-16.888,12,11809101.74
150,2,514,18,12.659,6.115,20.472,-16.124,23,11809101.814
150,3,516,18,348.478,6.846,21.339,-15.641,23,11809101.858
151,0,517,0,554.993,3.939,2.972,-31.083,54,90446012.977
152,0,520,21,887.464,-0.512,19.75,-13.604,1,226657966.228
152,1,521,21,104.613,-1.156,19.138,-14.325,1,226657966.266
153,0,522,30,1.818,-14.014,-10.741,-15.803,2,356483446.083
