event_num,interaction_num,crystal,edep,x,y,z,slice_sect,time
456,2,30,219.882,-189.293,-72.722,-150.858,15,152124905.095
456,3,31,283.683,-196.823,-66.738,-163.613,20,152124905.148
456,4,31,107.409,-194.678,-52.864,-162.500,10,152124905.195
456,5,31,208.424,-196.725,-52.310,-165.480,20,152124905.208
457,1,29,666.793,-168.411,-13.162,-165.822,03,25488005.797
457,2,32,96.119,-154.317,-17.074,-180.348,02,25488005.866
457,3,32,50.221,-155.095,-17.383,-182.118,02,25488005.872
457,4,29,186.867,-164.349,8.918,-197.931,12,25488005.979
458,1,19,442.296,121.292,163.795,-138.958,01,78691946.428
458,2,19,263.458,122.949,167.463,-137.582,11,78691946.442
458,3,19,31.104,132.887,169.066,-146.171,11,78691946.486
458,4,19,119.054,165.425,188.572,-151.609,42,78691946.614
458,5,19,41.289,162.115,190.404,-152.949,42,78691946.627
458,6,19,40.723,158.882,180.249,-147.116,32,78691946.668
458,7,19,9.404,158.944,180.324,-149.423,32,78691946.676
458,8,19,5.550,158.941,180.325,-149.423,32,78691946.676
458,9,19,47.122,158.964,180.272,-149.320,32,78691946.676
459,1,27,792.009,-213.066,69.015,-134.837,22,11174998.950
459,2,27,41.578,-212.846,68.867,-134.729,22,11174998.951
459,3,27,62.865,-212.647,69.022,-134.706,22,11174998.952
459,4,27,103.547,-213.079,68.035,-135.103,22,11174998.956
460,1,2,779.515,94.046,93.726,-269.697,41,244819476.248
460,2,2,35.979,96.406,94.371,-256.899,31,244819476.292
460,3,2,74.301,111.538,98.812,-257.648,41,244819476.344
460,4,2,3.388,110.777,98.864,-257.540,41,244819476.347
460,5,2,106.818,110.331,99.239,-257.620,41,244819476.349
461,1,35,711.227,-61.379,-164.156,-176.528,03,85184622.130
461,2,35,1.383,-62.043,-161.759,-177.862,03,85184622.139
461,3,35,115.438,-65.456,-143.251,-190.926,11,85184622.216
461,4,35,72.245,-61.400,-150.585,-198.620,12,85184622.254
461,5,35,99.706,-63.090,-148.766,-195.817,12,85184622.266
462,1,34,16.106,-92.574,-139.675,-221.117,35,81029210.884
462,2,34,596.665,-94.848,-142.195,-226.672,35,81029210.906
462,3,35,108.002,-77.548,-191.923,-220.566,42,81029211.083
462,4,35,14.029,-77.804,-192.855,-218.706,42,81029211.090
462,5,37,122.812,-60.688,-209.492,-160.918,24,81029211.299
463,1,43,120.560,245.563,-86.955,-164.581,41,37393365.860
463,2,43,557.570,254.895,-92.195,-166.971,51,37393365.896
463,3,43,321.869,246.728,-106.371,-167.323,52,37393365.951
464,1,15,478.947,196.806,19.929,-136.035,04,31744408.654
464,2,15,6.878,204.669,27.125,-133.565,04,31744408.690
464,3,15,51.840,210.130,33.019,-132.852,13,31744408.717
464,4,15,35.615,211.121,35.862,-131.679,13,31744408.728
464,5,15,141.541,211.437,38.707,-128.950,13,31744408.741
464,6,15,61.663,210.469,44.121,-130.951,13,31744408.761
465,1,9,169.692,-43.136,-70.269,-229.044,01,61921652.849
465,2,9,55.182,-44.398,-71.430,-230.766,01,61921652.857
466,1,30,28.222,-152.489,-86.355,-167.836,01,14010245.031
466,2,30,19.724,-189.268,-115.338,-224.441,51,14010245.276
467,1,1,576.298,37.505,92.476,-238.905,11,18553244.674
467,2,1,32.160,36.127,98.380,-238.935,12,18553244.694
467,3,1,226.793,26.810,108.346,-234.582,23,18553244.742
467,4,1,164.749,34.227,97.602,-232.067,12,18553244.786
468,1,24,381.691,-164.691,161.097,-208.982,51,210069646.506
469,1,28,168.569,-149.944,82.614,-269.254,54,22434290.138
469,2,28,35.236,-160.978,100.486,-246.093,53,22434290.242
469,3,28,254.296,-163.351,122.082,-243.014,52,22434290.315
470,1,40,1000.000,80.300,-154.241,-185.997,11,5590566.383
471,1,19,481.467,137.549,133.166,-154.339,05,156604784.591
471,2,19,121.058,136.838,135.160,-155.153,05,156604784.598
471,3,19,397.475,126.029,150.128,-147.175,00,156604784.665
472,1,34,796.116,-146.406,-108.757,-265.453,53,25975561.332
472,2,34,203.884,-146.485,-107.704,-261.943,53,25975561.344
473,1,6,193.854,-75.299,34.982,-263.053,32,145376405.509
473,2,6,222.307,-76.241,35.969,-266.845,32,145376405.523
473,3,4,96.966,-63.829,81.397,-270.546,30,145376405.680
473,4,4,197.071,-63.272,83.190,-256.712,30,145376405.727
474,1,34,634.852,-117.871,-112.614,-254.350,44,38237281.038
474,2,7,164.732,-121.663,-75.483,-265.670,44,38237281.169
474,3,7,200.416,-128.898,-76.544,-262.218,44,38237281.196
475,1,44,560.097,146.699,-30.928,-182.656,05,137255369.492
475,2,16,130.817,184.520,49.758,-207.822,30,137255369.801
475,3,16,56.972,191.321,57.623,-200.546,30,137255369.844
475,4,15,48.396,198.600,54.906,-183.047,30,137255369.908
475,5,15,203.718,196.452,60.432,-176.250,20,137255369.938
476,1,23,77.285,-18.841,181.751,-178.199,10,67343985.444
476,2,23,269.353,-20.853,189.131,-182.467,20,67343985.473
476,3,23,455.912,-21.526,189.612,-184.033,20,67343985.479
477,1,9,499.657,-28.980,-39.141,-246.256,13,127813865.021
477,2,9,144.852,-38.346,-57.473,-252.281,22,127813865.092
478,1,20,291.986,113.013,143.478,-207.926,21,321633048.506
478,2,20,399.694,107.368,164.493,-227.463,45,321633048.603
478,3,18,67.349,114.075,199.829,-191.424,40,321633048.773
478,4,18,54.003,117.294,224.724,-193.665,55,321633048.857
478,5,18,186.967,115.438,226.204,-196.827,55,321633048.871
479,1,4,228.830,-74.009,58.147,-233.073,11,50636169.836
479,2,4,462.853,-72.672,57.782,-240.556,11,50636169.861
479,3,4,21.590,-87.454,64.069,-243.999,22,50636169.916
479,4,4,286.727,-93.255,64.712,-243.891,23,50636169.935
480,1,17,736.290,143.135,82.051,-199.909,21,324634038.840
480,2,17,5.903,144.124,81.505,-195.060,11,324634038.856
480,3,17,123.263,145.255,84.586,-172.827,02,324634038.931
480,4,17,134.545,147.125,82.311,-178.277,01,324634038.952
481,1,27,685.629,-174.152,95.172,-137.236,04,75901960.125
481,2,28,88.188,-121.309,94.603,-187.320,02,75901960.368
481,3,26,95.745,-108.038,106.630,-182.771,05,75901960.429
481,4,26,130.438,-109.182,104.702,-186.316,05,75901960.443
482,1,38,507.116,-32.941,-168.340,-188.111,11,66589516.431
482,2,38,152.665,-33.250,-167.734,-189.765,11,66589516.437
482,3,38,107.043,-20.850,-150.803,-199.967,12,66589516.514
482,4,38,233.176,-20.560,-150.747,-199.965,12,66589516.515
483,1,11,92.648,-53.153,-124.163,-194.673,02,110324900.682
483,2,11,666.659,-57.365,-126.902,-204.147,13,110324900.718
484,1,36,795.361,59.757,-172.283,-168.084,12,31645833.988
484,2,36,40.131,58.523,-169.928,-164.852,02,31645834.002
484,3,6,1.189,-45.764,9.431,-230.520,03,31645834.755
484,4,6,127.722,-49.507,7.093,-230.290,03,31645834.769
485,1,39,483.737,116.701,-146.583,-149.268,01,243469785.228
485,2,39,25.378,119.451,-152.002,-147.113,01,243469785.249
486,1,37,416.017,-33.862,-196.695,-165.034,15,162099272.131
486,2,37,100.872,-34.424,-219.743,-160.984,24,162099272.209
486,3,37,182.567,-16.352,-249.408,-162.144,41,162099272.325
486,4,37,42.359,-22.332,-257.429,-163.295,42,162099272.359
487,1,37,180.642,-49.534,-209.179,-156.681,24,289017605.031
487,2,37,127.258,-55.593,-220.460,-159.345,34,289017605.074
488,1,20,402.070,91.324,112.840,-224.524,23,12749178.428
488,2,20,92.331,90.590,113.064,-225.787,23,12749178.433
488,3,20,288.872,89.370,115.767,-228.670,23,12749178.447
488,4,20,8.887,106.405,120.972,-223.033,33,12749178.509
488,5,20,4.269,112.633,125.079,-216.532,22,12749178.542
488,6,20,83.355,120.301,127.559,-204.403,22,12749178.590
488,7,20,4.524,115.795,120.177,-205.830,22,12749178.620
488,8,20,24.092,114.029,117.762,-204.476,22,12749178.631
488,9,20,91.600,114.093,117.710,-204.682,22,12749178.631
489,1,10,327.117,11.245,-103.006,-244.015,20,25912993.793
489,2,10,409.353,14.774,-103.006,-248.489,21,25912993.812
489,3,10,14.685,11.146,-101.126,-250.264,20,25912993.827
489,4,10,44.449,-1.077,-89.822,-251.239,20,25912993.882
489,5,9,93.927,-5.800,-84.569,-259.416,20,25912993.918
489,6,10,110.469,-1.740,-90.879,-254.104,20,25912993.949
490,1,22,668.056,59.890,180.037,-207.189,32,132331616.868
490,2,22,194.062,43.187,185.358,-204.513,31,132331616.927
490,3,22,25.443,43.930,184.674,-204.550,31,132331616.930
490,4,22,112.438,49.705,189.461,-203.714,31,132331616.955
491,1,34,425.908,-109.214,-145.497,-210.107,30,59109450.537
491,2,11,266.079,-77.451,-171.464,-258.883,53,59109450.749
491,3,35,45.584,-62.667,-205.393,-243.087,52,59109450.883
491,4,35,102.235,-62.764,-205.847,-242.325,52,59109450.886
491,5,35,5.884,-61.359,-203.632,-241.507,52,59109450.896
491,6,38,54.687,-32.095,-183.008,-213.306,32,59109451.051
491,7,38,99.623,-30.263,-187.796,-218.474,32,59109451.075
492,1,2,636.754,91.139,61.792,-213.815,00,135006802.923
492,2,2,70.408,80.822,65.534,-218.102,00,135006802.962
492,3,2,43.570,74.500,63.802,-216.679,00,135006802.984
493,1,1,52.866,41.171,77.848,-236.104,11,18839623.000
493,2,1,423.649,42.220,81.592,-242.074,11,18839623.024
493,3,1,29.018,42.554,81.482,-242.413,11,18839623.025
493,4,2,122.389,92.762,60.463,-267.710,30,18839623.225
493,5,0,372.078,93.580,42.995,-271.776,31,18839623.285
494,1,23,236.451,-6.801,168.222,-179.027,00,36264261.331
494,2,23,262.143,-6.410,168.603,-179.541,10,36264261.333
494,3,23,248.011,-3.654,170.553,-179.192,10,36264261.345
494,4,23,104.657,-2.821,168.733,-174.345,00,36264261.362
494,5,23,148.738,-8.075,181.976,-174.886,10,36264261.410
495,1,21,23.760,34.694,220.501,-168.749,34,6218067.851
495,2,21,595.217,39.654,241.082,-180.448,44,6218067.932
495,3,21,181.038,39.599,240.583,-181.914,44,6218067.937
495,4,21,199.986,28.551,251.447,-183.256,54,6218067.989
496,1,44,586.335,142.477,-50.256,-181.604,02,4932366.488
496,2,44,65.631,160.748,-39.896,-177.738,05,4932366.559
496,3,44,70.427,161.616,-38.279,-176.496,05,4932366.567
496,4,44,120.937,165.082,-38.935,-168.895,00,4932366.594
496,5,1,47.544,46.179,114.739,-204.272,04,4932367.253
496,6,1,109.126,47.698,107.961,-211.933,04,4932367.288
497,1,11,126.871,-23.156,-96.976,-219.525,00,45231697.173
497,2,11,135.534,-42.939,-107.964,-254.433,30,45231697.311
497,3,11,326.586,-43.998,-108.803,-255.264,30,45231697.317
497,4,11,249.309,-45.563,-109.120,-254.418,35,45231697.323
497,5,11,6.428,-45.489,-109.111,-254.425,35,45231697.323
497,6,11,155.272,-39.805,-111.852,-253.471,30,45231697.350
498,1,27,791.000,-194.548,68.766,-176.250,20,226698132.173
498,2,27,57.885,-193.452,68.788,-175.048,20,226698132.179
498,3,27,151.116,-194.537,64.531,-177.110,20,226698132.196
499,1,10,721.787,17.829,-150.663,-264.620,44,250174789.801
499,2,10,278.213,13.526,-138.497,-266.760,45,250174789.845
500,1,22,125.742,57.334,162.621,-209.678,22,17591868.072
500,2,22,85.242,67.044,188.644,-225.210,42,17591868.178
500,3,22,553.288,71.011,198.391,-237.591,52,17591868.232
500,4,22,9.224,67.389,199.427,-234.890,52,17591868.248
500,5,22,226.504,62.476,204.644,-231.286,52,17591868.275
501,1,18,585.921,80.066,171.799,-170.234,11,25988600.565
501,2,18,177.764,84.259,162.767,-184.933,21,25988600.624
501,3,18,0.898,79.699,175.949,-192.271,21,25988600.677
501,4,18,97.334,75.400,192.538,-199.013,31,25988600.738
501,5,18,138.083,75.100,191.752,-197.104,31,25988600.745
502,1,1,347.887,46.796,83.484,-222.413,00,163875314.641
502,2,1,78.596,33.623,99.974,-241.658,22,163875314.736
502,3,1,154.493,32.982,100.434,-241.912,22,163875314.739
502,4,1,30.354,30.779,99.817,-243.413,22,163875314.748
502,5,1,196.653,14.430,95.074,-245.985,22,163875314.806
502,6,1,59.643,14.630,95.444,-244.814,22,163875314.810
502,7,1,132.374,15.017,94.041,-244.817,22,163875314.815
503,1,17,33.456,146.612,107.539,-210.571,32,174102035.675
503,2,17,117.952,147.442,105.961,-206.969,32,174102035.688
503,3,20,119.876,132.100,118.514,-213.615,32,174102035.758
504,1,14,171.232,95.452,-110.417,-209.273,13,99888608.838
505,1,34,726.878,-100.744,-116.621,-180.059,00,82906436.223
506,1,22,17.928,22.987,175.722,-239.690,44,22107768.564
506,2,22,240.489,23.302,180.921,-249.424,54,22107768.601
506,3,22,361.154,24.190,190.888,-254.840,54,22107768.639
506,4,22,82.496,9.349,198.377,-229.923,40,22107768.825
506,5,22,96.503,15.379,196.314,-238.992,55,22107768.862
507,1,7,369.307,-111.813,-41.080,-207.250,05,46124770.747
507,2,7,162.995,-110.486,-43.828,-212.080,05,46124770.766
507,3,7,102.082,-110.122,-44.503,-212.270,05,46124770.768
508,1,19,129.832,144.408,168.178,-120.069,12,62614149.474
508,2,19,668.506,169.947,192.350,-158.082,42,62614149.646
508,3,19,55.796,155.045,182.480,-148.532,32,62614149.714
508,4,19,7.091,160.312,182.055,-139.514,32,62614149.749
509,1,33,717.311,-144.673,-149.563,-116.154,03,13090088.356
510,1,29,644.894,-194.084,14.870,-149.478,14,7864949.771
510,2,29,6.724,-193.465,15.518,-150.374,14,7864949.776
510,3,29,122.206,-177.738,36.390,-167.031,00,7864949.879
510,4,29,54.212,-208.724,48.603,-199.666,40,7864950.035
510,5,27,16.109,-210.021,63.288,-196.409,40,7864950.085
510,6,27,22.337,-209.968,63.355,-196.413,40,7864950.085
510,7,27,133.518,-213.167,72.877,-211.121,40,7864950.145
511,1,38,621.809,1.903,-163.833,-189.208,05,204182838.050
511,2,38,27.462,7.761,-166.760,-188.052,15,204182838.072
511,3,38,350.729,19.372,-174.656,-178.007,15,204182838.130
512,1,1,646.332,60.227,94.002,-257.429,30,130899435.285
512,2,1,197.122,54.872,78.746,-265.070,30,130899435.345
512,3,1,0.471,57.931,79.948,-263.688,30,130899435.357
512,4,1,156.075,60.551,80.959,-261.824,30,130899435.368
513,1,6,532.309,-43.735,30.748,-238.453,02,183515953.356
513,2,6,220.196,-46.771,31.383,-239.192,12,183515953.367
513,3,6,14.271,-47.478,29.526,-239.341,12,183515953.373
513,4,6,54.171,-57.817,21.926,-245.964,12,183515953.422
513,5,6,179.053,-57.106,18.548,-245.729,12,183515953.433
514,1,20,58.197,98.258,141.497,-168.019,00,10037346.568
514,2,20,304.642,103.303,146.036,-178.398,10,10037346.609
514,3,0,144.394,89.492,61.030,-291.285,50,10037347.335
515,1,1,130.648,55.315,81.207,-244.538,20,5457375.812
515,2,1,124.834,56.749,82.205,-246.540,20,5457375.821
515,3,1,132.729,62.123,95.959,-259.208,30,5457375.886
515,4,1,9.584,85.196,125.140,-268.399,45,5457376.014
515,5,1,283.355,86.033,126.618,-268.922,55,5457376.020
515,6,1,318.850,80.516,133.341,-266.873,45,5457376.050
516,1,6,382.310,-71.171,17.150,-232.014,01,272719728.567
516,2,4,62.091,-85.872,42.067,-249.816,22,272719728.680
516,3,4,320.308,-89.132,47.919,-260.491,32,272719728.722
516,4,4,235.291,-103.194,55.206,-240.606,23,272719728.812
517,1,27,712.278,-194.195,84.683,-150.757,13,39824850.351
517,2,27,39.619,-193.619,88.027,-149.061,14,39824850.364
517,3,27,19.699,-192.702,88.768,-148.902,14,39824850.368
517,4,27,57.226,-185.623,88.687,-149.474,14,39824850.392
517,5,27,61.717,-185.592,88.793,-149.448,14,39824850.392
517,6,27,109.462,-192.262,95.842,-149.219,24,39824850.424
518,1,16,585.496,178.411,35.005,-241.300,44,28143973.097
518,2,16,132.602,175.030,43.447,-245.463,45,28143973.131
518,3,2,81.109,120.675,46.072,-233.098,24,28143973.317
518,4,2,75.058,119.711,42.072,-229.854,24,28143973.334
518,5,2,125.735,121.702,43.020,-229.945,24,28143973.342
519,1,29,755.402,-166.290,28.195,-165.915,00,21612563.418
519,2,29,244.598,-165.951,28.404,-165.943,00,21612563.419
520,1,16,14.056,133.836,15.239,-216.389,14,39013949.939
521,1,2,259.882,117.719,57.562,-207.934,03,8130208.853
521,2,2,310.651,122.117,64.207,-212.546,13,8130208.883
521,3,2,67.869,121.696,70.447,-205.417,13,8130209.030
521,4,2,94.578,121.965,72.346,-205.324,13,8130209.036
522,1,41,692.946,111.711,-132.709,-179.956,10,136935493.559
522,2,41,53.932,105.965,-129.582,-184.904,10,136935493.587
522,3,41,81.686,105.344,-117.029,-192.011,11,136935493.635
522,4,41,58.767,103.331,-113.587,-186.158,01,136935493.659
522,5,41,112.669,103.419,-113.531,-186.340,01,136935493.659
523,1,41,158.710,116.590,-135.265,-168.925,00,111487179.764
523,2,41,281.382,116.928,-136.677,-171.882,10,111487179.775
523,3,40,360.270,108.954,-153.750,-210.635,30,111487179.939
524,1,18,63.161,111.175,219.514,-193.099,55,350502396.141
524,2,18,497.413,110.887,221.117,-194.303,55,350502396.147
524,3,18,90.719,111.368,221.287,-194.126,55,350502396.149
524,4,20,80.323,105.940,192.677,-230.834,55,350502396.556
525,1,8,126.955,-125.247,0.180,-201.744,02,310640754.977
525,2,8,326.558,-133.077,8.039,-229.469,22,310640755.076
526,1,26,262.361,-118.452,123.242,-184.128,15,143371446.840
526,2,24,207.774,-159.580,142.085,-198.453,31,143371446.998
526,3,24,163.308,-162.462,147.515,-197.665,41,143371447.019
526,4,24,71.665,-174.482,150.695,-187.766,42,143371447.072
526,5,24,123.843,-186.482,138.984,-177.891,43,143371447.137
526,6,24,13.968,-186.700,138.902,-178.258,43,143371447.138
526,7,24,157.081,-190.287,141.817,-182.636,43,143371447.160
527,1,32,84.179,-144.883,-60.819,-192.550,05,176878290.599
527,2,32,686.545,-145.113,-61.077,-192.989,05,176878290.601
527,3,32,229.276,-143.509,-60.370,-193.001,04,176878290.607
528,1,6,792.294,-40.778,20.613,-245.836,13,146369387.821
528,2,6,35.830,-40.650,20.442,-242.656,13,146369387.832
528,3,6,171.875,-37.923,23.567,-240.546,03,146369387.847
529,1,16,126.393,150.206,55.077,-197.537,15,57172887.961
529,2,16,497.944,166.763,59.915,-207.121,25,57172888.027
529,3,17,40.447,165.176,70.738,-210.245,31,57172888.065
529,4,17,81.538,165.149,70.973,-210.516,31,57172888.066
529,5,17,253.678,168.074,77.116,-210.636,31,57172888.088
530,1,24,66.923,-136.491,156.364,-142.528,15,71461024.613
530,2,24,113.503,-136.148,156.299,-142.291,15,71461024.615
531,1,4,45.589,-81.129,61.055,-217.353,03,555076265.541
531,2,4,751.142,-93.801,62.592,-253.812,32,555076265.670
531,3,4,200.752,-69.911,66.803,-227.818,01,555076265.789
532,1,16,510.353,149.565,4.277,-216.872,23,51802222.138
532,2,16,149.133,181.340,-10.085,-215.119,32,51802222.254
532,3,44,116.017,190.159,-45.112,-232.058,45,51802222.387
532,4,44,224.497,193.973,-42.362,-237.350,55,51802222.411
533,1,16,465.576,169.125,59.236,-209.094,35,26559848.713
533,2,16,186.274,167.541,59.847,-203.980,25,26559848.730
534,1,32,47.981,-150.849,-62.021,-239.940,34,137678672.637
535,1,44,747.082,158.306,-65.411,-198.870,21,152402217.983
535,2,44,90.115,147.494,-64.130,-200.920,12,152402218.020
535,3,44,13.637,147.525,-61.737,-193.419,02,152402218.047
535,4,44,10.038,142.201,-50.598,-186.951,03,152402218.093
535,5,44,139.127,140.234,-49.041,-187.124,03,152402218.101
536,1,42,291.688,225.310,-9.095,-151.554,23,200131257.195
536,2,42,480.893,229.429,-8.727,-151.309,33,200131257.209
536,3,42,227.420,227.612,-6.520,-152.774,33,200131257.220
537,1,26,593.134,-113.882,123.660,-177.248,05,207068066.914
537,2,25,160.670,-111.483,159.497,-160.259,10,207068067.046
537,3,25,67.132,-112.588,158.347,-159.811,10,207068067.052
537,4,25,179.064,-117.891,163.267,-152.622,10,207068067.086
538,1,32,108.184,-141.605,-40.716,-218.661,23,20471531.366
538,2,32,227.163,-162.252,-50.650,-235.748,33,20471531.461
538,3,32,163.760,-163.390,-53.380,-241.861,43,20471531.484
538,4,32,320.942,-172.696,-55.168,-249.746,43,20471531.525
538,5,32,38.215,-155.454,-57.761,-241.190,43,20471531.590
538,6,32,141.736,-155.308,-52.812,-240.571,33,20471531.606
539,1,37,533.408,-6.818,-227.572,-196.190,40,119232013.957
539,2,37,74.459,-31.322,-236.403,-201.867,55,119232014.046
539,3,35,209.270,-75.980,-228.026,-196.664,54,119232014.273
540,1,9,364.057,2.438,-63.349,-249.749,15,150389591.726
540,2,9,173.782,-19.252,-103.371,-279.880,40,150389591.908
541,1,29,67.148,-174.756,10.107,-204.006,22,24430786.403
541,2,29,623.144,-194.798,2.646,-230.980,42,24430786.518
541,3,31,155.537,-226.292,-61.843,-176.525,40,24430786.818
541,4,31,20.284,-225.648,-61.852,-177.197,40,24430786.821
541,5,31,26.662,-215.682,-75.464,-177.746,30,24430786.878
541,6,30,107.226,-225.980,-92.562,-181.658,45,24430786.946
542,1,8,418.104,-130.949,8.528,-261.355,30,343260717.129
542,2,8,364.414,-156.621,40.954,-269.506,54,343260717.269
542,3,8,67.871,-151.884,41.853,-267.278,54,343260717.287
542,4,8,149.611,-155.132,50.623,-264.332,54,343260717.320
543,1,8,771.517,-116.534,19.580,-214.978,04,70160171.884
544,1,28,49.814,-162.313,46.572,-229.814,35,622598872.035
545,1,29,393.441,-185.898,-11.186,-174.282,13,49662960.267
545,2,29,117.747,-195.439,2.450,-182.772,23,49662960.329
545,3,29,488.812,-201.844,12.622,-207.170,33,49662960.420
546,1,26,380.000,-94.189,151.992,-196.707,21,79146751.842
546,2,26,136.996,-98.421,157.548,-196.870,21,79146751.865
546,3,26,294.606,-103.339,159.163,-194.731,20,79146751.884
546,4,26,12.857,-101.742,159.982,-197.967,21,79146751.896
546,5,26,175.541,-84.353,151.619,-235.391,42,79146752.037
547,1,8,67.865,-124.788,-13.608,-205.973,01,259715220.422
547,2,8,608.210,-128.623,-12.203,-217.216,11,259715220.462
547,3,8,82.878,-115.992,-18.409,-221.277,11,259715220.511
547,4,8,241.046,-95.505,-1.215,-237.551,10,259715220.615
548,1,11,738.372,-47.673,-91.820,-247.911,25,102750749.563
548,2,9,111.817,7.762,-68.483,-240.702,15,102750749.765
548,3,9,3.309,6.778,-68.385,-243.382,15,102750749.775
548,4,9,30.120,-0.283,-66.688,-251.163,25,102750749.810
548,5,9,116.382,0.723,-65.563,-252.127,25,102750749.816
549,1,11,707.413,-58.984,-141.306,-261.642,42,79137120.260
549,2,11,103.648,-47.945,-148.588,-257.200,42,79137120.307
549,3,11,72.512,-48.186,-148.939,-257.128,42,79137120.308
549,4,11,116.427,-44.553,-147.740,-256.982,42,79137120.321
550,1,13,361.130,100.791,-11.948,-242.927,21,95904860.353
551,1,40,73.958,62.257,-142.934,-242.918,34,246745819.949
551,2,40,23.448,63.065,-143.414,-242.673,34,246745819.952
551,3,40,20.547,63.634,-144.294,-243.208,34,246745819.956
551,4,40,7.164,70.444,-179.160,-229.715,42,246745820.083
551,5,40,28.284,78.677,-188.170,-226.419,41,246745820.125
551,6,40,122.716,79.768,-186.549,-219.330,41,246745820.150
552,1,36,774.841,33.659,-210.436,-159.311,25,32124921.979
552,2,36,99.503,33.765,-199.843,-160.328,10,32124922.015
552,3,36,125.657,35.905,-216.074,-159.151,25,32124922.070
553,1,10,400.975,39.650,-112.884,-233.525,23,2563400.272
553,2,10,84.854,50.269,-118.917,-238.788,23,2563400.316
553,3,14,15.879,92.129,-119.968,-280.339,54,2563400.513
553,4,14,211.668,96.865,-121.147,-283.604,54,2563400.532
553,5,14,12.012,104.582,-116.642,-278.383,54,2563400.567
553,6,14,274.611,119.612,-96.273,-269.282,52,2563400.657
554,1,42,421.168,221.591,-9.464,-142.661,24,8986704.625
555,1,23,791.122,-35.193,175.449,-158.404,05,241665954.330
556,1,10,147.615,7.999,-138.568,-285.078,55,84263164.597
556,2,10,174.310,8.743,-139.087,-286.505,55,84263164.603
556,3,10,348.472,8.468,-140.197,-288.851,55,84263164.611
556,4,10,329.602,17.681,-146.415,-289.452,55,84263164.649
557,1,41,218.727,111.377,-123.571,-178.654,00,265683422.719
557,2,41,329.998,119.916,-123.989,-186.902,11,265683422.759
557,3,14,12.132,111.930,-119.921,-224.943,33,265683422.889
557,4,14,47.031,107.190,-121.553,-238.230,33,265683422.936
558,1,38,391.832,-35.134,-185.227,-234.911,42,2504079.467
558,2,38,219.845,-40.995,-199.253,-236.943,52,2504079.518
558,3,38,58.111,-36.933,-211.997,-225.673,51,2504079.576
559,1,23,330.261,-22.339,188.820,-229.399,41,4384969.198
560,1,12,269.484,52.190,-31.675,-245.191,15,27015021.006
560,2,12,79.617,38.333,-54.984,-286.304,42,27015021.170
560,3,12,347.956,33.055,-57.374,-291.986,42,27015021.197
560,4,12,160.228,44.559,-72.621,-292.817,42,27015021.261
560,5,12,2.166,33.046,-66.226,-291.198,42,27015021.311
560,6,12,11.937,26.453,-63.743,-290.205,42,27015021.335
560,7,12,128.612,26.381,-63.782,-290.173,42,27015021.335
561,1,40,36.496,42.463,-161.411,-203.775,22,3186232.253
562,1,14,724.066,91.622,-49.058,-232.400,10,84992379.410
562,2,14,22.839,94.753,-53.164,-227.873,10,84992379.433
562,3,14,253.095,103.705,-89.798,-217.519,12,84992379.563
563,1,11,208.985,-39.056,-101.526,-215.476,00,46024122.352
563,2,11,28.470,-48.135,-96.670,-261.322,35,46024122.509
563,3,9,289.655,-49.249,-92.012,-281.932,41,46024122.579
563,4,9,220.885,-60.921,-87.509,-288.943,41,46024122.627
563,5,9,46.038,-59.359,-82.484,-288.858,41,46024122.645
563,6,9,205.966,-60.524,-80.877,-289.790,41,46024122.652
564,1,35,109.450,-76.118,-170.226,-173.406,15,103117319.204
564,2,35,175.444,-100.658,-189.402,-206.617,40,103117319.356
564,3,35,352.652,-101.622,-191.200,-207.328,40,103117319.363
564,4,35,158.736,-105.280,-196.537,-198.730,45,103117319.399
564,5,35,34.932,-122.147,-190.142,-206.984,40,103117319.465
564,6,33,168.787,-131.489,-191.732,-201.667,40,103117319.501
565,1,32,682.758,-192.017,-66.308,-220.923,40,197372971.577
565,2,32,75.196,-198.319,-45.875,-219.497,41,197372971.648
565,3,32,68.570,-198.165,-33.615,-238.332,52,197372971.723
565,4,32,33.266,-197.410,-34.827,-239.449,52,197372971.729
565,5,32,27.870,-200.372,-37.811,-240.116,52,197372971.744
565,6,32,112.340,-204.727,-33.699,-243.917,52,197372971.767
566,1,5,768.263,-30.325,133.095,-200.576,02,252319432.965
566,2,5,58.304,-33.915,131.482,-196.141,02,252319432.985
566,3,26,36.666,-68.576,117.994,-194.859,03,252319433.139
566,4,26,102.053,-67.717,117.773,-194.689,03,252319433.142
567,1,1,677.382,76.978,99.249,-224.779,15,115157286.890
567,2,1,42.969,79.821,93.340,-228.978,25,115157286.936
567,3,1,127.754,79.164,93.330,-228.625,25,115157286.938
568,1,10,227.178,-4.041,-144.130,-255.370,45,218887095.363
568,2,10,5.572,-4.648,-145.544,-256.254,45,218887095.369
569,1,14,559.775,107.984,-60.716,-228.616,21,100722835.711
569,2,14,229.847,83.082,-49.810,-226.161,00,100722835.802
570,1,19,334.045,126.143,146.399,-157.891,10,312099960.322
570,2,19,110.563,166.367,154.350,-168.153,34,312099960.463
570,3,19,160.564,176.261,153.132,-165.898,34,312099960.497
570,4,19,193.999,177.933,154.875,-165.255,34,312099960.505
571,1,24,251.695,-150.080,150.342,-141.731,15,80986632.596
572,1,40,796.607,47.970,-145.725,-210.954,23,156881723.032
572,2,40,203.393,42.476,-138.864,-187.797,03,156881723.114
