event_num,interaction_num,crystal,edep,x,y,z,slice_sect,time
1477,5,23,112.958,-52.819,196.169,-194.008,33,51001636.199
1478,1,14,166.647,67.214,-84.521,-219.276,05,58508396.682
1479,1,25,308.035,-142.265,196.394,-154.736,31,91947323.103
1479,2,25,454.998,-143.683,206.719,-183.162,51,91947323.204
1479,3,24,55.053,-158.404,194.208,-180.288,45,91947323.269
1479,4,24,181.914,-156.423,189.951,-177.425,45,91947323.288
1480,1,26,150.521,-71.397,115.209,-210.483,13,67868017.083
1480,2,5,55.912,-66.411,138.825,-245.097,31,67868017.240
1481,1,23,127.681,-36.525,217.967,-183.153,35,51194824.762
1481,2,23,872.319,-37.646,219.777,-184.246,35,51194824.770
1482,1,35,593.775,-92.402,-135.133,-175.853,00,78157697.935
1482,2,35,102.472,-92.388,-135.677,-175.640,00,78157697.937
1483,1,16,598.037,149.903,10.773,-229.077,34,264610257.773
1483,2,16,401.963,157.843,39.743,-230.678,34,264610257.873
1484,1,31,509.027,-213.225,-69.577,-154.850,21,332721541.957
1484,2,31,180.724,-212.713,-75.039,-158.354,31,332721541.979
1484,3,30,57.246,-201.661,-93.577,-143.756,25,332721542.066
1485,1,23,315.447,-9.847,179.843,-200.504,20,31497368.056
1485,2,22,192.927,1.819,185.019,-257.137,55,31497368.250
1485,3,22,491.625,2.319,181.752,-260.769,55,31497368.266
1486,1,26,752.556,-106.213,145.166,-172.451,10,19204749.630
1486,2,26,72.915,-105.850,142.831,-172.683,10,19204749.638
1486,3,26,65.526,-104.788,142.070,-177.627,10,19204749.655
1486,4,26,15.841,-104.866,141.795,-176.940,10,19204749.658
1486,5,26,2.249,-102.548,142.235,-175.861,00,19204749.667
1486,6,26,90.913,-100.389,140.727,-175.654,00,19204749.675
1487,1,4,295.487,-54.853,51.174,-236.762,11,38883045.602
1487,2,6,71.779,-72.413,35.835,-268.219,32,38883045.733
1487,3,6,28.348,-81.623,18.754,-285.262,41,38883045.819
1487,4,6,41.064,-91.983,0.496,-295.543,50,38883045.897
1487,5,7,65.644,-108.749,-37.432,-300.215,50,38883046.036
1487,6,9,139.942,-58.932,-55.328,-303.750,52,38883046.468
1488,1,11,250.333,-49.361,-92.570,-216.402,05,115447709.974
1488,2,11,241.685,-52.939,-96.455,-219.576,05,115447709.994
1488,3,11,197.093,-52.972,-96.523,-219.558,05,115447709.995
1488,4,11,34.610,-54.970,-96.280,-219.219,05,115447710.001
1488,5,11,37.996,-68.459,-102.243,-209.403,04,115447710.061
1488,6,11,38.906,-69.304,-102.153,-209.320,04,115447710.063
1488,7,34,48.838,-94.497,-130.168,-199.244,15,115447710.194
1488,8,34,44.707,-95.094,-129.740,-199.376,15,115447710.196
1488,9,34,105.832,-88.806,-129.932,-202.804,15,115447710.228
1489,1,4,540.628,-75.866,107.081,-227.124,25,143123588.986
1489,2,5,226.813,-14.531,139.309,-251.815,34,143123589.232
1489,3,5,38.354,-17.390,136.970,-253.501,34,143123589.245
1489,4,5,31.668,-15.350,135.279,-254.826,34,143123589.255
1489,5,5,91.039,-15.334,135.611,-254.770,34,143123589.256
1490,1,43,156.074,191.944,-107.725,-192.373,45,37827056.075
1490,2,43,172.544,198.830,-118.002,-199.401,45,37827056.122
1491,1,9,791.507,-41.134,-56.087,-232.840,01,34081946.957
1491,2,9,36.437,-42.092,-54.791,-229.168,02,34081946.971
1491,3,9,172.056,-40.052,-52.050,-227.486,02,34081946.984
1492,1,10,369.458,35.817,-91.197,-221.664,02,212180164.021
1492,2,10,23.502,38.771,-104.423,-226.871,13,212180164.070
1492,3,10,359.224,42.934,-112.119,-230.876,23,212180164.102
1492,4,10,76.639,44.684,-110.518,-230.883,23,212180164.110
1492,5,40,151.920,73.625,-133.819,-232.238,34,212180164.244
1493,1,34,720.679,-95.880,-122.423,-203.768,15,130794528.062
1493,2,11,1.156,-73.835,-104.682,-212.768,14,130794528.161
1493,3,11,6.607,-63.027,-93.961,-219.153,04,130794528.216
1493,4,11,135.273,-57.172,-90.388,-223.949,15,130794528.244
1493,5,11,42.210,-65.185,-89.507,-220.186,14,130794528.273
1493,6,11,94.075,-60.544,-89.233,-218.235,04,130794528.290
1494,1,23,629.545,-55.539,171.874,-164.457,03,79279008.941
1494,2,23,33.306,-53.230,189.806,-150.897,14,79279009.016
1495,1,31,49.820,-236.717,-28.775,-135.261,33,473256051.244
1496,1,37,253.956,-9.082,-205.243,-130.913,01,127599527.686
1496,2,37,130.442,9.911,-226.451,-148.210,21,127599527.797
1496,3,36,328.570,13.612,-249.939,-177.246,45,127599527.922
1497,1,42,390.652,200.633,-18.034,-200.286,31,1495375.705
1497,2,42,158.861,220.849,1.472,-210.240,42,1495375.805
1498,1,21,38.288,38.440,189.378,-137.757,04,14629832.654
1498,2,21,392.520,37.533,202.107,-145.149,14,14629832.703
1498,3,21,332.386,24.783,207.836,-172.923,25,14629832.807
1498,4,21,35.276,31.454,200.926,-174.773,25,14629832.840
1498,5,18,35.971,77.523,206.273,-218.160,51,14629833.052
1499,1,29,20.126,-202.478,37.248,-229.889,41,2831499.908
1499,2,29,605.700,-209.564,38.093,-235.956,51,2831499.939
1499,3,29,217.606,-207.700,36.693,-239.386,51,2831499.953
1499,4,29,62.766,-218.779,44.713,-232.178,50,2831500.004
1499,5,29,93.803,-216.516,43.030,-235.903,50,2831500.020
1500,1,34,781.943,-98.261,-108.789,-206.647,14,396204112.247
1500,2,34,59.298,-97.598,-109.073,-201.981,14,396204112.263
1500,3,34,19.414,-94.070,-114.246,-202.261,15,396204112.284
1500,4,34,3.635,-85.874,-113.962,-206.633,15,396204112.315
1500,5,11,1.380,-77.458,-108.846,-214.817,14,396204112.357
1500,6,11,1.917,-76.121,-106.809,-216.872,14,396204112.368
1500,7,11,132.414,-75.911,-105.267,-218.053,14,396204112.375
1501,1,26,760.613,-74.072,117.711,-222.219,23,1949232.346
1501,2,26,78.047,-68.645,129.960,-194.020,02,1949232.450
1501,3,26,161.341,-71.551,133.995,-195.401,02,1949232.467
1502,1,28,83.791,-135.063,65.830,-231.832,34,22127243.841
1502,2,28,8.693,-139.144,65.372,-238.471,34,22127243.867
1503,1,12,11.273,86.384,-61.765,-287.263,40,6621845.195
1503,2,12,324.062,89.784,-63.117,-300.648,50,6621845.241
1504,1,13,158.227,108.930,-3.488,-210.480,03,311957829.105
1504,2,13,469.127,123.300,-6.845,-222.119,14,311957829.167
1504,3,13,98.240,123.325,-6.127,-219.384,14,311957829.177
1504,4,13,71.081,125.533,-6.712,-216.325,14,311957829.190
1504,5,16,0.798,135.343,25.282,-202.131,04,311957829.311
1504,6,16,202.527,137.758,31.419,-200.222,04,311957829.334
1505,1,44,458.324,193.079,-25.164,-231.790,45,51652122.833
1505,2,44,57.129,203.289,-34.722,-232.891,55,51652122.880
1506,1,39,54.176,136.127,-171.461,-153.173,21,61656314.295
1506,2,39,710.740,144.187,-184.104,-157.955,32,61656314.348
1507,1,5,742.848,-39.325,103.356,-234.466,10,10855178.083
1507,2,5,36.812,-42.379,104.856,-230.949,10,10855178.099
1507,3,5,220.341,-42.811,105.407,-230.975,10,10855178.101
1508,1,17,585.199,175.151,74.004,-169.829,15,73971.418
1508,2,15,27.556,182.644,65.295,-171.284,20,73971.457
1508,3,15,197.827,184.303,57.873,-172.894,10,73971.483
1508,4,15,75.121,184.219,57.984,-172.250,10,73971.485
1508,5,15,114.297,181.066,59.854,-176.347,20,73971.503
1509,1,10,532.844,-0.154,-98.142,-231.863,10,225547468.808
1509,2,10,174.098,0.060,-100.777,-232.050,10,225547468.817
1509,3,10,157.029,2.782,-105.219,-246.926,20,225547468.870
1509,4,10,42.178,2.003,-104.918,-245.837,20,225547468.874
1509,5,10,93.850,1.964,-104.708,-246.126,20,225547468.875
1510,1,12,517.983,45.003,-22.357,-253.517,14,10691520.043
1510,2,12,17.511,48.690,-16.430,-257.090,24,10691520.069
1510,3,0,45.603,83.945,22.614,-270.264,31,10691520.250
1510,4,0,418.904,83.974,22.624,-270.278,31,10691520.250
1511,1,7,432.836,-70.389,-48.976,-230.369,01,338405367.847
1511,2,7,308.327,-111.821,-92.340,-248.762,33,338405368.056
1511,3,7,44.649,-116.925,-87.018,-243.473,34,338405368.087
1511,4,7,62.464,-125.506,-85.429,-244.539,34,338405368.116
1511,5,34,151.723,-132.917,-107.353,-223.672,33,338405368.220
1512,1,21,58.005,45.826,258.889,-175.745,54,23958218.586
1513,1,38,309.565,-7.418,-185.815,-184.469,20,17135363.349
1513,2,38,405.974,-23.429,-191.843,-243.909,52,17135363.555
1513,3,38,129.207,-33.114,-185.888,-240.772,42,17135363.595
1513,4,38,4.428,-33.289,-187.032,-243.357,42,17135363.604
1513,5,38,150.826,-34.634,-189.349,-245.909,52,17135363.616
1514,1,3,291.139,-12.523,43.030,-262.459,24,61286074.744
1515,1,3,504.757,7.440,32.842,-236.869,03,56171501.808
1515,2,6,247.470,-46.287,-5.688,-281.574,34,56171502.074
1515,3,6,80.378,-49.936,-4.745,-277.763,34,56171502.092
1515,4,6,11.347,-53.696,-5.132,-281.245,34,56171502.109
1515,5,6,50.539,-61.036,-13.961,-288.027,45,56171502.154
1515,6,6,105.509,-60.242,-7.829,-289.523,44,56171502.175
1516,1,14,620.843,114.422,-85.443,-241.006,32,32091061.489
1516,2,14,170.207,108.733,-56.453,-263.306,30,32091061.613
1516,3,14,208.950,122.826,-60.921,-273.141,41,32091061.672
1517,1,38,438.098,-12.724,-174.508,-256.629,53,503746.708
1517,2,38,305.787,-13.040,-176.590,-256.731,53,503746.716
1518,1,6,775.207,-41.356,7.390,-286.053,33,163362992.259
1518,2,6,49.695,-29.869,7.900,-264.988,23,163362992.339
1518,3,6,5.282,-32.068,8.195,-262.411,23,163362992.350
1518,4,6,169.816,-34.137,7.552,-260.998,23,163362992.359
1519,1,35,473.586,-104.062,-180.118,-219.497,40,39136824.876
1519,2,35,299.547,-121.524,-191.878,-217.307,50,39136824.946
1519,3,35,11.069,-115.807,-195.355,-213.940,50,39136824.971
1519,4,35,215.798,-114.040,-195.172,-213.021,50,39136824.978
1520,1,37,266.341,-34.833,-241.960,-137.063,33,7869994.927
1520,2,37,404.321,-36.368,-243.869,-140.941,33,7869994.943
1521,1,16,608.533,185.852,37.304,-199.181,30,139339520.072
1521,2,16,153.714,165.845,-6.276,-242.580,43,139339520.288
1521,3,44,47.726,189.422,-26.022,-245.091,54,139339520.391
1521,4,44,190.027,195.167,-36.129,-228.525,45,139339520.459
1522,1,24,696.478,-134.882,153.553,-153.706,15,24751451.954
1523,1,7,628.124,-125.735,-56.438,-225.614,24,10404938.175
1523,2,7,202.927,-121.527,-60.420,-227.760,24,10404938.196
1523,3,7,37.527,-124.112,-59.429,-229.530,24,10404938.207
1523,4,7,131.422,-122.748,-56.965,-230.752,24,10404938.217
1524,1,15,478.734,195.299,59.075,-166.180,20,56721885.407
1524,2,15,88.086,200.038,45.614,-194.979,30,56721885.515
1525,1,43,207.464,199.416,-112.561,-127.315,23,60569335.267
1525,2,43,545.240,207.846,-125.596,-147.014,33,60569335.350
1526,1,34,793.143,-99.976,-141.589,-197.856,25,89249417.040
1527,1,36,678.013,37.444,-226.050,-164.014,35,262265754.332
1527,2,36,159.973,37.394,-226.082,-163.971,35,262265754.332
1527,3,36,13.903,37.192,-223.322,-165.033,35,262265754.342
1527,4,36,36.869,39.726,-220.478,-168.900,35,262265754.360
1527,5,36,111.242,38.972,-221.267,-169.711,35,262265754.365
1528,1,6,309.850,-60.480,-0.633,-229.797,00,278460658.320
1528,2,6,20.482,-62.133,16.404,-251.342,12,278460658.412
1528,3,6,354.441,-63.507,38.866,-297.279,42,278460658.582
1528,4,3,58.606,-34.431,46.801,-305.498,54,278460658.687
1528,5,3,104.086,-24.871,67.905,-314.427,54,278460658.769
1528,6,3,30.838,-26.278,67.395,-315.090,54,278460658.775
1529,1,25,393.343,-109.493,171.882,-128.398,02,143860347.357
1529,2,25,606.657,-114.461,174.355,-155.800,20,143860347.450
1530,1,5,3.911,4.860,125.776,-228.856,24,18504475.529
1530,2,5,442.284,3.891,136.874,-250.033,34,18504475.609
1530,3,5,205.393,4.534,142.981,-251.005,34,18504475.630
1530,4,22,147.813,27.223,154.379,-243.109,34,18504475.719
1530,5,22,71.918,25.274,156.915,-242.722,34,18504475.729
1530,6,22,128.681,30.917,159.304,-241.597,34,18504475.750
1531,1,20,644.614,116.945,138.679,-266.662,53,43847189.539
1532,1,31,760.054,-211.925,-33.741,-184.454,35,175150243.225
1532,2,31,55.257,-198.583,-45.061,-180.944,25,175150243.284
1532,3,31,184.689,-199.882,-48.755,-181.125,20,175150243.297
1533,1,27,69.903,-181.500,89.408,-160.429,15,193997826.698
1533,2,27,175.757,-201.478,93.209,-184.873,35,193997826.804
1533,3,27,490.111,-204.635,98.405,-192.637,45,193997826.837
1533,4,27,264.228,-206.300,100.542,-188.746,45,193997826.853
1534,1,17,10.653,162.672,75.784,-157.742,05,260937077.653
1535,1,23,27.353,-49.108,190.084,-167.022,14,22135579.073
1535,2,23,94.992,-49.070,198.680,-175.190,24,22135579.112
1535,3,23,504.556,-61.776,219.390,-197.619,44,22135579.223
1535,4,23,141.315,-32.955,241.571,-203.750,55,22135579.346
1536,1,43,394.883,161.401,-83.965,-150.401,05,118064578.078
1536,2,43,151.410,191.908,-62.938,-178.401,20,118064578.233
1536,3,42,12.801,196.204,-56.840,-178.071,20,118064578.258
1536,4,42,270.152,214.750,-40.845,-175.118,30,118064578.340
1536,5,42,170.753,214.500,-41.076,-175.469,30,118064578.342
1537,1,21,169.206,19.506,213.981,-139.677,13,68006245.930
1537,2,21,173.826,19.028,224.013,-141.070,23,68006245.964
1537,3,21,450.844,19.089,224.151,-141.157,23,68006245.964
1537,4,21,206.124,19.291,222.383,-135.531,23,68006245.984
1538,1,40,608.196,60.487,-160.865,-179.008,11,37064810.990
1538,2,36,79.265,69.060,-181.462,-164.367,12,37064811.079
1538,3,36,113.891,70.307,-184.695,-166.132,22,37064811.092
1538,4,36,198.648,68.435,-181.371,-174.846,22,37064811.124
1539,1,7,762.633,-87.249,-21.455,-244.495,20,72532416.543
1539,2,6,139.350,-90.111,-11.773,-233.013,10,72532416.611
1540,1,5,685.489,-33.240,103.361,-229.694,10,166332032.248
1540,2,5,42.978,-34.855,94.913,-232.126,10,166332032.278
1540,3,3,75.426,-27.693,83.438,-236.687,10,166332032.326
1540,4,3,196.106,-18.703,79.904,-223.181,01,166332032.381
1541,1,11,602.649,-69.733,-99.105,-214.107,04,18717141.593
1541,2,11,25.245,-65.368,-109.875,-213.525,14,18717141.632
1541,3,11,78.256,-64.650,-114.225,-215.089,13,18717141.648
1541,4,11,108.340,-76.211,-133.456,-261.606,44,18717141.844
1541,5,11,123.093,-74.747,-132.334,-260.926,44,18717141.851
1542,1,31,195.022,-217.043,-43.229,-127.313,12,94468458.567
1542,2,31,51.303,-231.761,-55.114,-144.773,32,94468458.653
1542,3,31,387.684,-245.525,-79.068,-165.997,41,94468458.769
1542,4,31,365.991,-243.784,-78.165,-170.444,41,94468458.785
1543,1,21,12.702,45.433,198.094,-143.605,14,7364440.774
1543,2,21,774.078,49.186,207.886,-150.651,24,7364440.816
1544,1,2,368.737,124.436,57.850,-205.753,13,11705426.751
1545,1,12,611.206,64.451,-68.038,-259.699,31,18469269.369
1545,2,12,100.388,67.067,-65.023,-262.321,31,18469269.384
1545,3,12,124.171,68.963,-64.138,-261.607,31,18469269.392
1545,4,14,164.235,70.251,-85.031,-258.831,35,18469269.462
1546,1,24,621.424,-175.738,161.132,-162.761,34,71237690.055
1546,2,25,7.979,-149.922,218.239,-160.330,51,71237690.264
1546,3,25,68.159,-147.464,222.601,-161.275,52,71237690.281
1547,1,24,670.297,-148.258,102.305,-161.906,02,45670762.422
1547,2,27,188.013,-171.270,105.432,-134.531,04,45670762.541
1548,1,36,174.436,12.581,-185.799,-147.483,00,73052539.041
1548,2,37,298.669,-4.644,-190.100,-155.301,00,73052539.106
1548,3,37,3.978,-1.341,-184.366,-153.528,00,73052539.129
1549,1,39,135.789,94.909,-166.238,-148.792,05,93896847.104
1549,2,39,22.141,95.543,-164.336,-149.213,05,93896847.111
1550,1,41,762.241,129.534,-110.035,-165.818,03,309429305.684
1550,2,29,41.773,-149.599,3.560,-185.043,02,309429306.691
1550,3,8,47.999,-140.707,-5.709,-203.670,12,309429306.767
1550,4,8,32.624,-139.740,-6.065,-203.218,12,309429306.771
1550,5,8,115.364,-138.431,-1.993,-202.637,02,309429306.785
1551,1,39,69.187,117.981,-151.802,-154.074,01,310310130.902
1551,2,39,96.640,93.266,-170.760,-150.559,05,310310131.007
1552,1,29,254.169,-169.635,6.089,-196.396,22,150657723.987
1552,2,29,9.002,-214.542,35.987,-222.320,50,150657724.186
1552,3,29,316.729,-222.699,43.296,-227.481,50,150657724.227
1552,4,29,33.920,-215.756,41.762,-215.310,40,150657724.326
1552,5,29,143.350,-214.873,39.232,-215.978,40,150657724.336
1553,1,17,114.060,144.348,119.720,-183.478,23,22942858.711
1554,1,24,130.146,-158.514,136.774,-212.082,41,229163667.984
1554,2,26,185.024,-140.722,132.161,-235.481,45,229163668.083
1555,1,36,87.906,36.055,-201.951,-126.287,04,20313794.600
1555,2,36,98.167,53.065,-229.876,-148.638,34,20313794.732
1555,3,36,585.302,53.985,-230.693,-149.071,34,20313794.737
1555,4,36,44.735,17.968,-216.601,-168.613,30,20313794.881
1555,5,37,183.890,-7.880,-232.151,-163.348,31,20313794.983
1556,1,33,302.654,-142.528,-154.589,-123.408,03,149584552.160
1556,2,33,260.561,-163.921,-160.757,-168.572,34,149584552.328
1556,3,33,206.069,-170.611,-185.221,-180.853,54,149584552.422
1556,4,33,50.052,-173.755,-185.924,-177.408,54,149584552.438
1556,5,33,33.001,-173.553,-184.701,-175.849,44,149584552.445
1556,6,33,147.663,-171.906,-189.937,-167.164,43,149584552.479
1557,1,8,645.764,-117.255,4.303,-207.986,01,33428805.011
1557,2,8,185.678,-122.027,19.271,-205.649,03,33428805.064
1557,3,8,14.375,-137.606,1.088,-208.068,12,33428805.144
1557,4,8,154.183,-139.947,0.938,-208.570,12,33428805.152
1558,1,24,24.903,-120.266,121.358,-169.299,01,141857062.392
1558,2,24,975.097,-146.144,153.270,-199.639,31,141857062.562
1559,1,38,592.436,-15.589,-175.761,-199.524,21,25468007.324
1559,2,38,39.397,27.983,-170.838,-223.714,34,25468007.491
1559,3,40,128.024,44.593,-165.657,-219.598,33,25468007.550
1559,4,40,95.786,58.627,-180.719,-230.684,42,25468007.628
1559,5,40,144.357,57.915,-180.579,-231.233,42,25468007.631
1560,1,44,98.796,156.121,-31.726,-178.657,05,35680560.463
1560,2,44,618.937,157.628,-31.252,-180.906,05,35680560.472
1560,3,44,92.149,154.562,-48.706,-176.172,00,35680560.535
1561,1,23,337.913,-34.437,155.837,-175.393,02,14732532.223
1561,2,23,420.345,-50.748,175.001,-180.825,13,14732532.309
1561,3,23,102.245,-38.181,180.102,-158.074,04,14732532.398
1561,4,23,30.197,-40.289,179.124,-158.732,04,14732532.406
1561,5,23,109.300,-40.757,178.512,-156.490,04,14732532.414
1562,1,26,606.668,-96.843,136.553,-172.792,00,93468961.315
1562,2,5,236.968,-56.507,128.237,-220.263,21,93468961.525
1562,3,26,156.364,-73.759,138.728,-199.552,12,93468961.621
1563,1,13,763.621,101.642,-44.545,-247.782,20,42862293.720
1563,2,13,236.379,101.125,-43.930,-247.344,20,42862293.724
1564,1,26,732.806,-66.956,139.496,-193.211,12,23972725.836
1564,2,26,59.221,-67.927,115.734,-195.161,03,23972725.916
1565,1,14,190.468,84.268,-69.199,-211.345,00,153590824.302
1565,2,14,53.479,89.363,-68.746,-217.102,00,153590824.328
1565,3,14,148.243,103.877,-71.261,-227.737,11,153590824.389
1565,4,14,215.877,117.978,-68.167,-229.639,21,153590824.437
1565,5,13,151.452,130.128,-33.605,-227.422,25,153590824.560
1565,6,13,99.899,126.164,-30.853,-231.710,25,153590824.581
1565,7,13,140.581,124.365,-30.989,-230.370,25,153590824.589
1566,1,39,313.031,98.815,-190.355,-181.852,35,1118590.211
1566,2,43,2.219,201.864,-129.916,-152.667,34,1118590.841
1566,3,43,115.938,214.270,-108.045,-137.464,33,1118590.939
1566,4,43,184.009,212.589,-106.344,-138.899,33,1118590.949
1567,1,44,534.990,131.439,-56.809,-197.973,03,296787627.341
1567,2,44,135.895,131.188,-57.796,-198.404,03,296787627.344
1567,3,14,153.603,81.866,-62.869,-243.362,20,296787627.568
1567,4,14,175.511,81.747,-62.908,-243.048,20,296787627.569
1568,1,32,516.612,-154.590,-68.826,-169.667,05,131110223.152
1568,2,32,215.425,-173.427,-47.482,-179.326,10,131110223.252
1569,1,43,795.467,203.969,-64.382,-177.624,30,20864918.431
1569,2,43,44.652,197.960,-61.887,-170.233,20,20864918.464
1569,3,42,159.880,204.289,-41.503,-154.557,15,20864918.552
1570,1,40,397.255,75.171,-182.808,-234.411,42,40322539.844
1571,1,4,391.085,-75.751,105.341,-253.799,35,34414896.201
1572,1,22,108.865,54.887,173.140,-191.157,22,8634559.286
1573,1,16,740.017,159.593,56.003,-194.505,15,11806877.512
1573,2,16,127.127,147.356,48.470,-187.791,05,11806877.565
1573,3,16,23.589,148.720,49.411,-190.031,05,11806877.575
1573,4,16,15.493,149.975,47.927,-190.277,05,11806877.581
1573,5,16,93.773,149.578,44.634,-180.900,00,11806877.614
1574,1,28,644.498,-119.274,98.289,-180.449,02,102731654.644
1574,2,26,172.610,-111.025,108.807,-181.301,05,102731654.689
1575,1,14,53.971,127.029,-86.241,-275.231,51,112851235.002
1576,1,11,489.258,-65.050,-92.897,-209.791,04,110801859.683
1576,2,34,329.643,-128.953,-112.445,-220.494,33,110801859.909
1576,3,34,181.099,-117.681,-114.153,-213.425,24,110801859.960
1577,1,12,553.528,39.055,-51.183,-230.101,02,157709313.550
1577,2,12,298.795,69.516,-35.440,-242.126,10,157709313.671
1577,3,12,51.646,62.491,-40.185,-241.466,10,157709313.700
1577,4,12,96.031,64.509,-38.363,-244.508,10,157709313.713
1578,1,25,780.887,-101.614,197.846,-117.158,13,128745866.571
1578,2,25,23.914,-99.170,195.419,-117.488,13,128745866.582
1579,1,41,152.226,148.038,-104.544,-191.435,23,685231.977
1579,2,41,6.489,148.346,-102.657,-192.404,23,685231.984
1579,3,41,29.322,147.375,-100.557,-193.188,23,685231.992
1579,4,41,102.058,147.317,-100.661,-193.318,23,685231.993
1580,1,39,716.863,123.516,-158.075,-139.644,01,111653222.532
1581,1,23,609.448,-53.303,174.606,-152.037,04,33636012.709
1581,2,23,172.107,-55.107,175.131,-151.440,04,33636012.716
1581,3,23,218.445,-54.983,175.991,-151.928,04,33636012.719
1582,1,34,802.474,-152.072,-105.968,-201.215,22,10621611.991
1582,2,34,197.526,-151.520,-105.348,-200.408,22,10621611.995
1583,1,8,83.721,-108.512,35.210,-220.489,14,138489492.354
1583,2,8,463.107,-110.379,34.496,-224.347,14,138489492.369
1583,3,8,297.103,-108.479,28.424,-227.605,15,138489492.393
1583,4,8,156.068,-108.428,31.943,-223.182,14,138489492.411
1584,1,1,321.158,48.964,68.819,-229.895,00,33458357.252
1584,2,1,678.842,53.060,73.133,-233.264,10,33458357.275
1585,1,10,38.148,50.224,-150.380,-270.884,54,80844086.886
1585,2,10,538.512,51.175,-151.684,-272.942,54,80844086.895
1585,3,10,225.001,51.403,-151.997,-272.807,54,80844086.897
1585,4,10,198.339,46.808,-148.833,-268.952,54,80844086.919
1586,1,25,786.912,-74.209,184.085,-132.823,04,76275659.257
1586,2,25,33.066,-72.716,183.420,-131.733,04,76275659.263
1587,1,37,168.195,-7.604,-194.696,-175.356,20,63451777.523
1587,2,38,210.304,-8.796,-206.930,-205.660,30,63451777.632
1587,3,38,119.960,5.002,-209.696,-230.294,50,63451777.727
1587,4,38,67.619,5.642,-205.680,-239.733,55,63451777.761
1587,5,38,433.922,6.426,-204.367,-240.863,55,63451777.767
1588,1,1,776.028,28.833,106.453,-239.323,22,5498009.598
1588,2,1,92.526,28.284,105.257,-238.777,22,5498009.602
1588,3,1,9.847,26.704,108.009,-238.625,23,5498009.613
1588,4,1,121.599,15.448,119.379,-251.108,33,5498009.681
1589,1,41,520.708,147.878,-121.957,-161.656,14,197345178.003
1589,2,41,223.431,149.929,-121.051,-162.184,14,197345178.011
1589,3,41,95.739,139.346,-97.036,-164.421,03,197345178.099
1589,4,41,160.122,138.487,-97.188,-164.741,03,197345178.102
1590,1,28,710.769,-128.768,82.379,-180.925,02,35207010.647
1590,2,32,126.839,-162.840,-41.029,-166.969,01,35207011.077
1590,3,32,162.392,-160.613,-40.687,-170.992,01,35207011.092
1591,1,30,755.534,-178.511,-96.954,-130.991,04,46209727.040
1592,1,34,641.188,-123.495,-124.450,-183.576,11,207785981.454
1592,2,34,90.330,-122.890,-132.811,-179.428,11,207785981.485
1592,3,33,67.700,-104.680,-140.222,-167.803,00,207785981.562
1592,4,33,67.310,-107.894,-139.971,-162.241,00,207785981.583
1592,5,33,133.472,-105.825,-146.206,-165.426,00,207785981.607
1593,1,10,562.784,48.195,-95.506,-216.848,03,142705504.117
1593,2,10,57.741,46.375,-95.124,-218.396,03,142705504.125
1593,3,10,129.035,45.294,-94.009,-218.973,03,142705504.131
1593,4,10,1.186,38.086,-98.505,-221.693,03,142705504.161
1593,5,11,64.258,-15.000,-121.465,-224.481,11,142705504.360
1593,6,11,46.209,-15.349,-121.872,-214.509,11,142705504.393
1593,7,11,138.788,-25.676,-124.148,-214.639,11,142705504.429
1594,1,13,515.843,103.915,-31.930,-236.911,20,232710273.846
1594,2,13,308.416,111.757,-34.249,-237.272,25,232710273.874
1594,3,13,175.741,104.351,-36.406,-240.745,20,232710273.902
1595,1,9,357.987,-25.814,-69.488,-228.403,00,105552474.820
1595,2,9,71.902,-23.452,-71.784,-231.047,00,105552474.834
1595,3,9,60.161,-17.801,-86.074,-238.154,10,105552474.891
1595,4,10,134.966,-12.893,-93.455,-238.416,10,105552474.920
1595,5,10,147.915,-12.264,-93.534,-238.093,10,105552474.923
1595,6,9,227.070,-9.428,-74.894,-234.506,00,105552474.987
1596,1,7,717.735,-103.836,-67.145,-228.645,24,6075695.237
1596,2,34,282.265,-120.668,-86.780,-200.674,13,6075695.364
1597,1,15,315.476,191.211,66.871,-141.880,01,167004473.980
1597,2,15,93.901,194.174,68.222,-141.612,11,167004473.990
1598,1,36,235.300,62.781,-190.868,-139.126,03,221998725.153
1598,2,36,287.438,69.614,-206.917,-158.959,23,221998725.241
1598,3,36,3.479,60.977,-202.286,-158.078,23,221998725.274
1598,4,36,30.741,43.934,-199.085,-155.619,13,221998725.333
1598,5,36,0.950,40.228,-190.563,-147.057,04,221998725.375
1598,6,36,51.264,39.361,-185.705,-141.703,04,221998725.399
1598,7,36,112.869,35.709,-190.862,-141.964,04,221998725.420
1599,1,14,614.721,99.947,-62.619,-219.647,01,24551847.825
1599,2,44,0.264,140.195,-36.041,-219.493,24,24551847.986
1599,3,16,18.714,183.794,-6.023,-217.135,32,24551848.163
1599,4,16,93.810,197.642,-0.080,-211.426,32,24551848.216
1599,5,16,69.790,203.147,8.474,-217.183,42,24551848.255
1599,6,16,8.714,208.024,23.245,-204.518,41,24551848.322
1599,7,15,20.115,218.422,32.267,-181.906,35,24551848.410
1599,8,15,71.101,221.641,31.082,-177.382,35,24551848.429
1599,9,15,102.769,219.257,31.311,-177.347,35,24551848.437
1600,1,19,618.689,128.957,151.062,-154.282,10,38377663.832
1600,2,19,15.854,132.196,148.629,-155.792,10,38377663.846
1600,3,19,54.953,154.369,141.223,-160.786,24,38377663.926
1600,4,19,62.336,157.498,140.496,-180.700,35,38377663.994
